image_id,source,caption,image_path
302,Fourth National Climate Assessment  Volume I.pdf,"Figure 1.8: Changes in the temperature of the Northern Hemisphere from surface observations (in red) and from prox-
ies (in black; uncertainty range represented by shading) relative to 1961-1990 average temperature. If this graph were 
plotted relative to 1901-1960 instead of 1961-1990, the temperature changes would be 0.47degF (0.26degC) higher. These 
analyses suggest that current temperatures are higher than seen in the Northern Hemisphere, and likely globally, in at 
least the last 1,700 years, and that the last decade (2006-2015) was the warmest decade on record. (Figure source: 
adapted from Mann et al. 2008193).",./images/302.png
304,SR15_Chapter_3_LR.pdf,"Figure 3.21 | The dependence of risks and/or impacts associated with the Reasons for Concern (RFCs) on the level of climate change, updated and adapted from WGII AR5 
Ch 19, Figure 19.4 and highlighting the nature of this dependence between 0degC and 2degC warming above pre-industrial levels. As in the AR5, literature was used to make 
expert judgements to assess the levels of global warming at which levels of impact and/or risk are undetectable (white), moderate (yellow), high (red) or very high (purple). 
The colour scheme thus indicates the additional risks due to climate change. The transition from red to purple, introduced for the first time in AR4, is defined by very high risk 
of severe impacts and the presence of significant irreversibility, or persistence of climate-related hazards combined with a limited ability to adapt due to the nature of the 
hazard or impact. Comparison of the increase of risk across RFCs indicates the relative sensitivity of RFCs to increases in GMST. As was done previously, this assessment takes 
autonomous adaptation into account, as well as limits to adaptation (RFC 1, 3, 5) independently of development pathway. The rate and timing of impacts were taken into 
account in assessing RFC 1 and 5. The levels of risk illustrated reflect the judgements of the Ch 3 authors. RFC1 Unique and threatened systems: ecological and human 
systems that have restricted geographic ranges constrained by climate related conditions and have high endemism or other distinctive properties. Examples include coral reefs, 
the Arctic and its indigenous people, mountain glaciers and biodiversity hotspots. RFC2 Extreme weather events: risks/impacts to human health, livelihoods, assets and 
ecosystems from extreme weather events such as heatwaves, heavy rain, drought and associated wildfires, and coastal flooding. RFC3 Distribution of impacts: risks/impacts 
that disproportionately affect particular groups due to uneven distribution of physical climate change hazards, exposure or vulnerability. RFC4 Global aggregate impacts: 
global monetary damage, global scale degradation and loss of ecosystems and biodiversity. RFC5 Large-scale singular events: are relatively large, abrupt and sometimes 
irreversible changes in systems that are caused by global warming. Examples include disintegration of the Greenland and Antarctic ice sheets. The grey bar represents the range 
of GMST for the most recent decade: 2006-2015.",./images/304.png
309,WGII_TAR_full_report-2.pdf,"Figure 12-4: Simulated return periods (average time between events) of storm tides in Cairns, Queensland, for present climate
(lower curve), and for enhanced greenhouse climate (upper curve), assuming 10 hPa lowering of central pressures and
increased variability (additional 5 hPa standard deviation) of tropical cyclones. Anticipated mean sea-level rise should be added
to these estimates. Uncertainty ranges of simulations are shown via grey shading (Walsh et al., 2000).",./images/309.png
313,Fourth National Climate Assessment  Volume I.pdf,"Figure ES.3: The two panels above show annual historical and a range of plausible future carbon emissions in
units of gigatons of carbon (GtC) per year (left) and the historical observed and future temperature change that
would result for a range of future scenarios relative to the 1901–1960 average, based on the central estimate (lines)
and a range (shaded areas, two standard deviations) as simulated by the full suite of CMIP5 global climate models
(right). By 2081–2100, the projected range in global mean temperature change is 1.1°–4.3°F under the even lower
scenario (RCP2.6; 0.6°–2.4°C, green), 2.4°–5.9°F under the lower scenario (RCP4.5; 1.3°–3.3°C, blue), 3.0°–6.8°F
under the mid-high scenario (RCP6.0; 1.6°–3.8°C, not shown) and 5.0°–10.2°F under the higher scenario (RCP8.5;
2.8°–5.7°C, orange). See the main report for more details on these scenarios and implications. Based on Figure
4.1 in Chapter 4.",./images/313.png
314,SRREN_Full_Report-1.pdf,Figure 10.32 | Illustrative experience curve for wind turbines. Source: Nemet (2009).,./images/314.png
317,Fourth National Climate Assessment  Volume I.pdf,"Figure 2.6: Time evolution in effective radiative forcings (ERFs) across the industrial era for anthropogenic and natural 
forcing mechanisms. The terms contributing to cumulative totals of positive and negative ERF are shown with colored 
regions. The terms are labeled in order on the right-hand side with positive ERFs above the zero line and negative 
ERFs below the zero line. The forcings from black-carbon-on-snow and contrail terms are grouped together into a 
single term in the plot. Also shown are the cumulative sum of all forcings (Total; black dashed line) and of anthropo-
genic-only forcings (Total Anthropogenic; red dashed line). Uncertainties in 2011 ERF values are shown in the original 
figure (Myhre et al. 2013,8 Figure 8-18). See the Intergovernmental Panel on Climate Change Fifth Assessment Report 
(IPCC AR5) Supplementary Material Table 8.SM.88for further information on the forcing time evolutions. Forcing num-
bers are provided in Annex II of IPCC AR5. The total anthropogenic forcing was 0.57 (0.29 to 0.85) W/m2 in 1950, 1.25 
(0.64 to 1.86) W/m2 in 1980, and 2.29 (1.13 to 3.33) W/m2 in 2011. (Figure source: Myhre et al. 2013,8 Figure 8-18; (c) 
IPCC, used with permission).",./images/317.png
318,SRREN_Full_Report-1.pdf,"Figure 11.10 | Denmark's annual and cumulative installed wind capacity, 1995 to 2010 (BTM Consult ApS, 2010).",./images/318.png
320,2007 The Physical Science Basis.pdf,"Figure 7.2. Coupling strength (a nondimensional pattern similarity diagnostic defi ned in Koster et al., 2006) between summer rainfall and soil water in models assessed by 
the GLACE study (Guo et al., 2006), divided into how strongly soil water causes evaporation (including from plants) and how strongly this evaporation causes rainfall. The soil 
water-precipitation coupling is scaled up by a factor of 10, and the two indices for evaporation to precipitation coupling given in the study are averaged. Models include the 
Geophysical Fluid Dynamics Laboratory (GFDL) model, the National Aeronautics and Space Administration (NASA) Seasonal to Interannual Prediction Program (NSIPP) model, 
the National Center for Atmospheric Research Community Atmosphere Model (CAM3), the Canadian Centre for Climate Modelling and Analysis (CCCma) model, the Centre for 
Climate System Research (CCSR) model, the Bureau of Meteorology Research Centre (BMRC) model and the Hadley Centre Atmospheric Model version 3 (HadAM3).",./images/320.png
322,WGIII_TAR_full_report.pdf,Figure 8.17: Time path of emissions reductions.,./images/322.png
324,WGI_TAR_full_report.pdf,"Figure 9.17: Simple model results: Temperature change (a) from 1990 to 2100 and (b) from 1990 to 2350, resulting from the five WRE 
stabilisation profiles, using the simple climate model tuned to different AOGCMs as indicated on the bottom axis. (c) and (d) show the 
corresponding results for the four S profiles. The underlying assumptions are the same as those for Figure 9.15. For comparison, temperature
changes for the base scenario A1B are also shown in (a) and (c). ",./images/324.png
326,SYR_AR5_FINAL_full.pdf,"Figure 3.4 | Global mitigation costs in cost-effective scenarios at different atmospheric concentrations levels in 2100 (right panel) and growth in economic consumption in the 
corresponding baseline scenarios (those without additional mitigation) (left panel). The table at the top shows percentage points of annualized consumption growth reductions 
relative to consumption growth in the baseline of 1.6 to 3% per year (e.g., if the reduction is 0.06 percentage points per year due to mitigation, and baseline growth is 2.0% per 
year, then the growth rate with mitigation would be 1.94% per year). Cost-effective scenarios assume immediate mitigation in all countries and a single global carbon price, and 
they impose no additional limitations on technology relative to the models' default technology assumptions. Consumption losses are shown relative to a baseline development 
without climate policy. Cost estimates shown in this table do not consider the benefits of reduced climate change nor co-benefits and adverse side effects of mitigation. Estimates 
at the high end of these cost ranges are from models that are relatively inflexible to achieve the deep emissions reductions that would be required in the long run to meet these 
goals and/or include assumptions about market imperfections that would raise costs. {WGIII Table SPM.2, Figure TS.12, 6.3.6, Figure 6.21} ",./images/326.png
327,ar4_wg3_full_report-1.pdf,"Figure 1.5: Intensities of energy use and CO2 emissions, 1970-2004. ",./images/327.png
328,ar4_wg3_full_report-1.pdf,"Figure 4.29: Indicative low(a) and high(b) range estimates of the mitigation potential in the electricity sector based on substitution of existing fossil-fuel thermal power 
stations with nuclear and renewable energy power generation, coupled with energy-efficiency improvements in power-generation plants and transmission, including switching 
from coal to gas and the uptake of CCS. CHP and heat are not included, nor electricity savings from energy-efficiency measures in the building and industry sectors. ",./images/328.png
329,SRREN_Full_Report-1.pdf,"F igure 4.9 | Global primary energy supply of geothermal energy. Left panel: In long-term scenarios (median, 25th to 75th percentile range, and full range of scenario results; colour
coding is based on categories of atmospheric CO2
concentration level in 2100; the specifi c number of scenarios underlying the fi gure is indicated in the right upper corner) (adapted
from Krey and Clarke, 2011; see also Chapter 10). Right panel: Estimated in Section 4.8.2 as potential geothermal deployments for electricity and heat applications.",./images/329.png
330,2007 The Physical Science Basis.pdf,"Figure 7.11. (a) The Revelle factor (or buffer factor) as a function of CO2 partial pressure (for temperature 25degC, salinity 35 psu, and total alkalinity 2,300 umol kg-1) 
(Zeebe and Wolf-Gladrow, 2001, page 73; reprinted with permission, copyright 2001 Elsevier). (b) The geographical distribution of the buffer factor in ocean surface waters 
in 1994 (Sabine et al., 2004a; reprinted with permission, copyright 2004 American Association for the Advancement of Science). High values indicate a low buffer capacity 
of the surface waters.",./images/330.png
331,WGI_TAR_full_report.pdf,"Figure 6.1: Dependence of the surface temperature response on the height and type of O3 perturbation; (a) shows the sensitivity to a constant
absolute change (10 DU), while (b) shows the sensitivity to a constant percentage change (10%). The model tropopause is at 12 km. From Forster
and Shine (1997).",./images/331.png
332,SRREN_Full_Report-1.pdf,"Figure 7.23 | Estimated levelized cost of on- and offshore wind energy, 2009: (left) as a function of capacity factor and investment cost* and (right) as a function of capacity factor 
and discount rate**. ",./images/332.png
334,ABCE_Uganda_finalreport_Jan2015.pdf,"Figure 28 Range of efficiency scores, by platform, 2007-2011",./images/334.png
337,ar4_wg3_full_report-1.pdf,"Figure 5.2 Cumulative emissions reductions for alternative mitigation measures for 2000-2030 (left-hand panel) and for 2000-2100 (right-hand panel). The
figure shows illustrative scenarios from four models (AIM, IMAGE, IPAC and MESSAGE) aiming at the stabilisation at low (490 to 540ppm CO2-eq) and
intermediate levels (650ppm CO2-eq) respectively. Dark bars denote reductions for a target of 650ppm CO2-eq and light bars denote the additional reduc-
tions to achieve 490 to 540ppm CO2-eq. Note that some models do not consider mitigation through forest sink enhancement (AIM and IPAC) or CCS (AIM)
and that the share of low-carbon energy options in total energy supply is also determined by inclusion of these options in the baseline. CCS includes CO2
capture and storage from biomass. Forest sinks include reducing emissions from deforestation. The figure shows emissions reductions from baseline
scenarios with cumulative emissions between 6000 to 7000 GtCO2-eq (2000-2100). {WGIII Figure SPM.9}",./images/337.png
339,WGI_TAR_full_report.pdf,"Figure 9.18: Equilibrium climate and hydrological senstitivies from AGCMs coupled to mixed-layer ocean components; blue diamonds from the
SAR, red triangles from models in current use (LeTreut and McAvaney, 2000 and Table 9.1). ",./images/339.png
342,Research for Universal Health Coverage 2013.pdf,fig 24 national wealth facilitates but does not guarantee national research productivity,./images/342.png
344,Prospective_Country_Evaluation_DRC_annual_report_2019.pdf,Figure 6. Program outputs (commodities used and patients treated) over time.,./images/344.png
345,SR15_Chapter_2_LR.pdf,"FAQ 2.1, Figure 1 | Two main pathways for limiting global temperature rise to 1.5°C above pre-industrial levels are discussed in this Special Report. These are:
stabilizing global temperature at, or just below, 1.5°C (left) and global temperature temporarily exceeding 1.5°C before coming back down later in the century
(right). Temperatures shown are relative to pre-industrial but pathways are illustrative only, demonstrating conceptual not quantitative characteristics.",./images/345.png
347,PCE_DRC_2018_Annual_country_Report_EN.pdf,Figure 3. Comparison of DRC’s 2014-16 and 2017-19 application cycles,./images/347.png
349,ar4_wg3_full_report-1.pdf,Figure 1.6: Decomposition of global energy-related CO2 emission changes at the global scale for three historical and three future decades.,./images/349.png
352,SR15_Chapter_2_LR.pdf,"Figure 2.12 | Median global warming estimated by MAGICC (panel a) and peak cumulative CO2 emissions (panel b) in 1.5degC-consistent pathways in the 
SR1.5 scenario database, as a function of CO2-equivalent emissions (based on AR4 GWP-100) of Kyoto-GHGs in 2030. Pathways that were forced to go through 
the NDCs or a similarly high emissions point in 2030 by design are highlighted by yellow marker edges (see caption of Figure 2.13 and text for further details on the design 
of these pathways). The combined range of global Kyoto-GHG emissions in 2030 for the conditional and unconditional NDCs assessed in Cross-Chapter Box 11 is shown by 
the grey shaded area (adjusted to AR4 GWPs for comparison). As a second line of evidence, peak cumulative CO2 emissions derived from a 1.5degC pathway sensitivity analysis 
(Kriegler et al., 2018b) are shown by grey circles in the right-hand panel. Circles show gross fossil-fuel and industry emissions of the sensitivity cases, increased by assumptions 
about the contributions from AFOLU (5 GtCO2 yr-1 until 2020, followed by a linear phase out until 2040) and non-CO2 Kyoto-GHGs (median non-CO2 contribution from 
1.5degC-consistent pathways available in the database: 10 GtCO2e yr-1 in 2030), and reduced by assumptions about CDR deployment until the time of net zero CO2 emissions 
(limiting case for CDR deployment assumed in (Kriegler et al., 2018b) (logistic growth to 1, 4, 10 GtCO2 yr-1 in 2030, 2040, and 2050, respectively, leading to approximately 
100 GtCO2 of CDR by mid-century).",./images/352.png
363,2007 The Physical Science Basis.pdf,"Figure 3.40. Seasonal values of the ACE index for the North Indian, South Indian, West North Pacifi c, East North Pacifi c, North Atlantic and combined Australian-South Pacifi c 
regions. The vertical scale in the West North Pacifi c is twice as large as that of other basins. The SH values are those for the season from July the year before to June of the year 
plotted. The timeline runs from 1948 or 1970 through 2005 in the NH and through June 2006 in the SH. The ACE index accounts for the combined strength and duration of tropi-
cal storms and hurricanes during a given season by computing the sum of squares of the six-hour maximum sustained surface winds in knots while the storm is above tropical 
storm intensity. Adapted and updated from Levinson (2005).",./images/363.png
364,SRREN_Full_Report-1.pdf,"Figure 10.4 | Global freely-emitting fossil primary energy supply (direct equivalent) from 164 long-term scenarios by 2030 and 2050 as a function of fossil and industrial CO2 emis-
sions. Colour coding is based on categories of atmospheric CO2 concentration level in 2100 (Fisher et al., 2007). The blue crossed lines show the relationship in 2007. Pearson's 
correlation coeffi cients for the two data sets are 0.96 (2030) and 0.97 (2050). For data reporting reasons only 153 scenarios are included in the 2030 and 2050 results shown here, 
as opposed to the full set of 164 scenarios. Figure and data adapted from Krey and Clarke (2011), modifi ed to include two additional scenarios.",./images/364.png
366,WGII_TAR_full_report-2.pdf,"Figure 16-3: Time series of April sea-ice extent in Nordic
Sea (1864-1998) given by 2-year running mean and second-
order polynomial curves. Top: Nordic Sea; middle: eastern area;
bottom: western area (after Vinje, 2000).",./images/366.png
367,WGIII_TAR_full_report.pdf,"Figure 2.16: The reduction of energy-related CO2 emissions from 1990 levels in Annex I countries for stabilization at 450ppmv,
550ppmv, and 650-750ppmv. For each stabilization level, emission reductions are shown for the years 2010 (upper lines), 2020
(middle lines), and 2030 (lower lines). Shaded areas show the range between the 25th and 75th percentiles of the frequency dis-
tribution of the scenarios.",./images/367.png
368,WGIII_TAR_full_report.pdf,Figure 8.16: Reductions in carbon emissions for the SRES A1B 550 case.,./images/368.png
369,2007 The Physical Science Basis.pdf,"Figure 7.4. Changes in global atmospheric CO2 concentrations. (a) Annual (bars) and fi ve-year mean (lower black line) changes in global CO2 concentrations, from Scripps 
Institution of Oceanography observations (mean of South Pole and Mauna Loa; Keeling and Whorf, 2005, updated). The upper stepped line shows annual increases that would 
occur if 100% of fossil fuel emissions (Marland et al., 2006, updated as described in Chapter 2) remained in the atmosphere, and the red line shows fi ve-year mean annual 
increases from National Oceanic and Atmospheric Administration (NOAA) data (mean of Samoa and Mauna Loa; Tans and Conway, 2005, updated). (b) Fraction of fossil fuel 
emissions remaining in the atmosphere ('airborne fraction') each year (bars), and fi ve-year means (solid black line) (Scripps data) (mean since 1958 is 0.55). Note the anoma-
lously low airborne fraction in the early 1990s.",./images/369.png
380,2007 The Physical Science Basis.pdf,"Figure 5.22. Averages of temperature change (blue, from Levitus et al., 2005a), 
anthropogenic carbon (red, from Sabine et al., 2004b) and CFC-11 (green, from Willey et 
al., 2004) along lines of constant latitude over the top 700-m layer of the upper ocean. 
Also shown is sea level change averaged along lines of constant latitude (black, from 
Cazenave and Nerem, 2004). The temperature changes are for the 1955 to 2003 period, 
the anthropogenic carbon is since pre-industrial times (i.e., 1750), CFC-11 concentrations 
are for the period 1930 to 1994 and sea level for the period 1993 to 2003.",./images/380.png
382,WGIII_TAR_full_report.pdf,"Figure 8.14: Rate of departure from the baseline corresponding to least-cost mitigation pathway for a 550ppmv stabilization tar-
get.",./images/382.png
385,WGII_TAR_full_report-2.pdf,"Figure 5-3: Change in egg volume of Pied Flycatcher birds
over time. Regression line is y = 1.24 + 0.004 x (P<0.01).",./images/385.png
386,WGIII_TAR_full_report.pdf,Figure 3.14: Energy use in the agricultural sector from 1971 to 1995.,./images/386.png
390,WGI_TAR_full_report.pdf,"Figure 11.8: Global mean sea level variations (light line) computed
from the TOPEX/POSEIDON satellite altimeter data compared with
the global averaged sea surface temperature variations (dark line) for
1993 to 1998 (Cazenave et al., 1998, updated). The seasonal
components have been removed from both time-series. ",./images/390.png
391,Fourth National Climate Assessment  Volume I.pdf,"Figure 6.3. Observed changes in the coldest and warmest daily temperatures (degF) of the year in the contiguous United 
States. Maps (top) depict changes at stations; changes are the difference between the average for present-day (1986-
2016) and the average for the first half of the last century (1901-1960). Time series (bottom) depict the area-weighted 
average for the contiguous United States. Estimates are derived from long-term stations with minimal missing data in 
the Global Historical Climatology Network-Daily dataset.16 (Figure source: NOAA/NCEI).",./images/391.png
392,Gavi-FCE_Zambia-Country-Report_2017.pdf,Figure 3: Assessment of the JA benefits and usefulness by participants,./images/392.png
396,2007 The Physical Science Basis.pdf,"Figure 11.11. Temperature anomalies with respect to 1901 to 1950 for fi ve North American land regions for 1906 to 2005 (black line) and as simulated (red envelope) by 
MMD models incorporating known forcings; and as projected for 2001 to 2100 by MMD models for the A1B scenario (orange envelope). The bars at the end of the orange enve-
lope represent the range of projected changes for 2091 to 2100 for the B1 scenario (blue), the A1B scenario (orange) and the A2 scenario (red). The black line is dashed where 
observations are present for less than 50% of the area in the decade concerned. More details on the construction of these fi gures are given in Box 11.1 and Section 11.1.2.",./images/396.png
400,SR15_Chapter_2_LR.pdf,"Figure 2.8 | Estimated aggregated effective radiative forcing of SLCFs for 1.5°C and 2°C pathway classes in 2010, 2020, 2030, 2050, and 2100,
as estimated by the FAIR model (Smith et al., 2018). Aggregated short-lived climate forcer (SLCF) radiative forcing is estimated as the difference between total
anthropogenic radiative forcing and the sum of CO2 and N2O radiative forcing over time, and is expressed relative to 1750. Symbols indicate the four pathways archetypes
used in this chapter. Horizontal black lines indicate the median, boxes the interquartile range, and whiskers the minimum–maximum range per pathway class. Because very few
pathways fall into the Below-1.5°C class, only the minimum–maximum is provided here.",./images/400.png
403,PolicyReport_IHME_GBD-Norway_2016.pdf,"Figure 1a Life expectancy among males and females, Norway, 1990–2013",./images/403.png
406,WGIIAR5-PartA_FINAL.pdf,"Figure 10-1 | Estimates of the total impact of climate change plotted against the assumed climate change (proxied by the increase in the global mean surface air temperature); 
studies published since IPCC AR4 are highlighted as diamonds; see Table SM10-1.",./images/406.png
407,SR15_Chapter_3_LR.pdf,"Figure 3.22 | Regional temperature scaling with carbon dioxide (CO2) concentration (ppm) from 1850 to 2099 for two different regions defined in the Special Report on 
Managing the Risks of Extreme Events and Disasters to Advance Climate Change Adaptation (SREX) for central Europe (CEU) (a) and central North America (CNA) (b). Solid 
lines correspond to the regional average annual maximum daytime temperature (TXx) anomaly, and dashed lines correspond to the global mean temperature anomaly, where 
all temperature anomalies are relative to 1850-1870 and units are degrees Celsius. The black line in all panels denotes the three-member control ensemble mean, with the grey 
shaded regions corresponding to the ensemble range. The coloured lines represent the three-member ensemble means of the experiments corresponding to albedo +0.02 (cyan), 
albedo +0.04 (purple), albedo + 0.08 (orange), albedo +0.10 (red), irrigation (blue), and irrigation with albedo +0.10 (green). Adapted from Hirsch et al. (2017). ",./images/407.png
412,ar4_wg3_full_report-1.pdf,"Figure 1.7 Global GHG emissions for 2000 and projected baseline emissions for 2030 and 2100 from IPCC SRES and the post-SRES literature. The figure provides the emis-
sions from the six illustrative SRES scenarios. It also provides the frequency distribution of the emissions in the post-SRES scenarios (5th, 25th, median, 75th, 95th percentile), 
as covered in Chapter 3. F-gases include HFCs, PFCs and SF6",./images/412.png
413,2007 The Physical Science Basis.pdf,"Figure 4.11. Comparison of model-based time series of the annual mean average sea ice thickness anomaly (computed relative 
to the mean of the entire period) in the Arctic Basin, obtained from a variety of models (redrafted from Rothrock et al., 2003; see this 
paper for identifi cation of the individual models and their attributes), along with the sea ice volume anomalies in the Arctic Basin (grey 
curve and right-hand scale; computed by Koeberle and Gerdes, 2003).",./images/413.png
416,CARBON DIOXIDE CAPTURE AND STORAGE.pdf,"Figure 1.2 World CO2 emissions from fossil fuel use by sector, 1971 
to 2001 (IEA, 2003).",./images/416.png
417,WGII_TAR_full_report-2.pdf,"Figure 8-1: The costs of catastrophic weather events have exhibited a rapid upward trend in recent decades. Yearly economic
losses from large events increased 10.3-fold from US$4 billion in the 1950s to US$40 billion per year in the 1990s (all in 1999
US$). The insured portion of these losses rose from a negligible level to US$9.2 billion annually during the same period, and
the ratio of premiums to catastrophe losses fell by two-thirds. Notably, costs are larger by a factor of 2 when losses from ordinary,
noncatastrophic weather-related events are included (e.g., as shown in Figure 8-6). The numbers generally include 'captive'
self-insurers but not the less-formal types of self-insurance (Munich Re, 2000).",./images/417.png
418,Climate Change 2001 Synthesis Report.pdf,"Figure 7-4: Indicative relationship in the year 2050 between the relative GDP reduction caused by
mitigation activities, the SRES scenarios, and the stabilization level. The reduction in GDP tends to
increase with the stringency of the stabilization level, but the costs are very sensitive to the choice of the baseline scenario. These projected
mitigation costs do not take into account potential benefits of avoided climate change.",./images/418.png
421,WGII_TAR_full_report-2.pdf,Figure 10-6: Decadal changes in hydrograph of the Niger River at Niamey Station between 1961 and 1999.,./images/421.png
422,Fourth National Climate Assessment  Volume I.pdf,"Figure 6.2. Pollen-based temperature reconstruction for temperate North America. The blue curve depicts the pol-
len-based reconstruction of 30-year averages (as anomalies from 1904 to 1980) for the temperate region (30deg-55degN, 
75deg-130degW). The red curve shows the corresponding tree ring-based decadal average reconstruction, which was 
smoothed and used to calibrate the lower-frequency pollen-based estimate. Light (medium) blue zones indicate 2 
standard error (1 standard error) uncertainty estimations associated with each 30-year value. The black curve shows 
comparably smoothed instrumental temperature values up to 1980. The dashed black line represents the average tem-
perature anomaly of comparably smoothed instrumental data for the period 2000-2006. (Figure source: NOAA NCEI).",./images/422.png
433,Fourth National Climate Assessment  Volume I.pdf,"Figure 11.5: Time series of annual mean permafrost temperatures (units: degF) at various depths from 39 to 65 feet (12 to 
20 meters) from 1977 through 2015 at several sites across Alaska, including the North Slope continuous permafrost re-
gion (purple/blue/green shades), and the discontinuous permafrost (orange/pink/red shades) in Alaska and northwest-
ern Canada. Solid lines represent the linear trends drawn to highlight that permafrost temperatures are warming faster 
in the colder, coastal permafrost regions than the warmer interior regions. (Figure Source: adapted from Romanovsky 
et al. 2016;175 (c) American Meteorological Society, used with permission.)",./images/433.png
436,2007 The Physical Science Basis.pdf,"Figure 4.9. Summer minimum arctic sea ice extent from 1979 to 2005. Symbols 
indicate annual mean values while the smooth blue curve shows decadal variations 
(see Appendix 3.A). The dashed line indicates the linear trend, which is -60 +- 
20 x 103 km2 yr-1, or approximately -7.4% per decade (updated from Comiso, 
2002).",./images/436.png
437,WGI_TAR_full_report.pdf,"Figure 2.38: Annual total number of very strong through violent 
(F3-F5) tornadoes reported in the USA, which are defined as having
estimated wind speeds from approximately 70 to 164 ms-1. The Fujita
tornado classification scale was implemented in 1971. Prior to 1971,
these data are based on storm damage reports (National Climatic Data
Center, NOAA).",./images/437.png
440,Gavi-FCE_Mozambique-Country-Report_2017.pdf,"Figure 10: HSS Budget execution, May 2016-December 2016 ",./images/440.png
441,CARBON DIOXIDE CAPTURE AND STORAGE.pdf,"Figure 1.1 World primary energy use by sector from 1971 to 2001 
(IEA, 2003).",./images/441.png
442,SR15_Chapter_2_LR.pdf,"Figure 2.20 | Comparison of (a) direct CO2 emissions and (b) carbon intensity of the power and energy end-use sectors (industry, buildings, and transport 
sectors) between IAMs and sectoral studies (IEA-ETP and IEA/IRENA). Diamond markers in panel (b) show data for IEA-ETP scenarios (2DS and B2DS), and IEA/IRENA 
scenario (66%2DS). Note: for the data from IAM studies, there is rather large variation of projections for each indicator. Please see the details in the following figures in each end-
use sector section.",./images/442.png
443,WGIII_TAR_full_report.pdf,"Figure 2.9: CO2 Emissions in Global Futures Scenarios (narrative scenarios). Acronyms: OCF, the 'Our Common Future' sce-
nario from Duchin et al., 1994; GS, the 'Global Shift'; ER, the 'European Renaissance'; GC, the 'Global Crisis'; and BG the
'Balanced Growth' scenarios from the Central Planning Bureau of the Netherlands (CPB, 1992); A1, A2, A3, B, C1 and C2,
scenarios from Nakicenovic et al., 1998; CW-R, 'Conventional Worlds - Reference'; and CW-PR, 'Conventional Worlds -
Policy Reform' from Gallopin et al., 1997 and Raskin et al., 1998. Note that this figure shows emission projections from a sub-
set of the Global Futures Scenarios which discuss emissions, and a slightly higher proportion of scenarios in this larger group
foresee declining emissions (13 of 35 scenarios, compared to 4 of 14 scenarios shown in the figure).",./images/443.png
444,WGII_TAR_full_report-2.pdf,"Figure 10-7: Water scarcity and people in Africa (Sharma et al., 1996).",./images/444.png
447,SRREN_Full_Report-1.pdf,"Figure 8.16 | Life cycle GHG emissions (excluding land use change) from a range of light 
duty vehicle types as a function of the GHG emission intensity of electricity generation 
systems using coal, natural gas or low-carbon technologies including nuclear and RE 
(Samaras and Meisterling, 2008).",./images/447.png
449,IHME_FGH_2017_fullreport_online.pdf,"Figure 7 Rate of change in DAH by source, 1990–2017",./images/449.png
451,WGIII_TAR_full_report.pdf,Figure 9.1: Real oil prices 1970 to 2010 and the Kyoto target.,./images/451.png
454,SRREN_Full_Report-1.pdf,"Figure 3.9 | Installed PV capacity in eight markets. Data sources: EurObserv'ER (2009); 
IEA (2009c); REN21 (2009); and Jager-Waldau (2010b).",./images/454.png
455,Uganda_2019_Annual_Country_Report_2019_Final_pdf.pdf,"Figure 15. Budget Compared to Expenditure by RSSH Module, Q1-Q2 2018. ",./images/455.png
459,WGIII_TAR_full_report.pdf,"Figure 4.7: Indications of the magnitude of the carbon sink in case study countries for a set of forest management measures
(MtCO2eq, adapted after Nabuurs et al. 2000). The values for the three bars for Iceland are 2.6, 2.8, and 2.9, respectively. The
figure is based on the forest part of the model 'Access to Country Specific Data' (ACSD). It was designed to provide insight into
the potential magnitude of carbon sequestration that may be achieved when alternative sets of management measures are adopt-
ed. Therefore, the exact numbers provided in this figure result from the assumptions chosen for a certain set of measures. The
estimates in this figure are tentative and only illustrative. In these studies all forestry activities under discussion were included,
but applied on average on some 10% of mostly the exploitable forest area.",./images/459.png
462,Gavi-FCE_Uganda-Country-Report_2017.pdf,"Figure 4: Resources (UGX billions) devoted to immunization activities, 2011-2016 ",./images/462.png
463,ar4_wg3_full_report-1.pdf,"Figure 8.8: Global economic potentials for agricultural mitigation arising from various practices shown for comparable carbon prices at 2030.
Notes: US-EPA (2006b) figures are for 2020 rather than 2030. Values for top-down models are taken from ranges given in Figure 8.7.",./images/463.png
464,SRREN_Full_Report-1.pdf,"Figure 10.23 | Global average cost-supply curve for the production of bioenergy plants on the two land categories 'abandoned land' (agricultural land not required for food) and 'rest 
land' in 2050. The curves are generated based on IMAGE 2.2 modelling of four SRES scenarios. The cost supply curve for abandoned agricultural land in 2000 (SRES B1 scenario) is 
also shown. Source: Hoogwijk et al. (2009). The scenarios A1, A2, B1 and B2 correspond to the storylines developed for the IPCC Special Report on Emission Scenarios (IPCC, 2000).",./images/464.png
465,CARBON DIOXIDE CAPTURE AND STORAGE.pdf,"Figure 5.22 Comparison of the magnitude of CO2 injection activities illustrating that the storage operations from a typical 500-MW coal plant 
will be the same order of magnitude as existing CO2 injection operations (after Heinrich et al., 2003).",./images/465.png
466,Climate Change 2007 - Synthesis Report.pdf,"Figure 2.1. (a) Global annual emissions of anthropogenic GHGs from 1970 to 2004.5 (b) Share of different anthropogenic GHGs in total emissions in 2004
in terms of CO2-eq. (c) Share of different sectors in total anthropogenic GHG emissions in 2004 in terms of CO2-eq. (Forestry includes deforestation.) {WGIII
Figures TS.1a, TS.1b, TS.2b}",./images/466.png
