image_id,l1_l4_vector,keyword_vector,domain,chart_type,views,clarity,complexity,mean_rating,sentence_count,Agreement
2348,"[3, 1, 0, 0]","[1, 0, 2, 0, 4, 6]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,2.25,4,3
2354,"[2, 0, 0, 2]","[2, 0, 3, 1, 2, 5]",Energy,Line Chart,composite views,High Clarity,High Complexity,3.0,4,3
2356,"[4, 0, 1, 0]","[8, 1, 8, 1, 4, 5]",Energy,"Line Chart,Heat Map",composite views,Low Clarity,High Complexity,4.25,5,2
2357,"[3, 1, 0, 0]","[0, 0, 0, 0, 4, 7]",Energy,Scatter Plot,composite views,Low Clarity,High Complexity,3.75,4,3
2360,"[4, 1, 1, 0]","[2, 5, 7, 0, 11, 4]",Energy,Line Chart,composite views,Low Clarity,High Complexity,3.75,6,3
2364,"[5, 0, 0, 0]","[6, 1, 1, 1, 3, 3]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,2.75,5,3
1845,"[1, 2, 0, 0]",,Energy,Line Chart,single view,High Clarity,High Complexity,3.5,5,2
1949,"[0, 2, 0, 0]",,Energy,Line Chart,single view,Low Clarity,High Complexity,2.0,3,1
2028,"[1, 1, 0, 1]",,Climate Science,Line Chart,single view,High Clarity,High Complexity,3.5,3,2
1749,"[1, 4, 0, 0]",,Climate Science,"Bar Graph,Scatter Plot",composite views,High Clarity,Low Complexity,3.0,5,2
