reason_id,image_id,rating,reason,usefulness,feature
499,149,1,"the context required to understand the annotations are not given in the caption, Difficult to connect caption to the chart",not_useful,Insufficient or Unclear Description
500,149,2,the context required to understand the annotations are not given in the caption,not_useful,Insufficient or Unclear Description
501,149,2,The caption provide some summary but does not summarize the main takeaway,not_useful,"""Missing or Unclear Takeaway Message"""
502,152,1,is not mentioned in the caption The caption also does not summarize the takeaway message Caption does not provide context necessary to understand the chart,not_useful,**Insufficient or Unclear Description**
503,152,1,Goal of visualization is not mentioned in the caption. The caption also does not summarize the takeaway message. Caption does not provide context necessary to understand the chart.,not_useful,"""Insufficient or Unclear Description"""
504,152,2,"Caption provides context and explains what is being compared, it doesn't summarize the takeaway",neutral,**Missing or Unclear Takeaway Message**
505,188,2,caption does not explain the trend so the takeaway message is not clear Caption does not provide anay context necessary to understand the chart,not_useful,Observed Pattern Not Explained
506,188,3,caption does not explain the trend so the takeaway message is not clear Caption does not provide anay context necessary to understand the chart,not_useful,Observed Pattern Not Explained
507,188,2,"Caption provides some context about the data sources and a note about an outlier, there is no clear summary of main trends",not_useful,Missing or Unclear Takeaway Message
509,196,4,Caption summarizes the visualization Caption expands on the visualization components,neutral,Detailed and Informative
510,196,4,"However, caption is dense uses technical terms, which is making to read the caption again or taking more effort to read them. The takeaway requires some re-readings",neutral,Missing or Unclear Takeaway Message
511,290,4,caption is detailed and explains labels of the chart data used to create the visualization. Caption guides in reading the chart which helps in getting the takeaway message,useful,Detailed and Informative
512,290,4,caption is detailed and explains labels of the chart and data used to create the visualization. Caption guides in reading the chart which helps in getting the takeaway message.,useful,Detailed and Informative
514,650,5,Caption helps in understanding annotations used in the chart. Caption clearly states the takeaway message provides required context to read the chart,useful,Clear and Good Quality
515,650,5,Caption helps in understanding annotations used in the chart. Caption clearly states the takeaway message and provides required context to read the cahrt.,useful,Clear and Good Quality
516,650,2,The caption does not fully represent the chart,not_useful,Insufficient or Unclear Description
517,765,2,Caption describe the chart and helps to grasp low level messages. Caption does not provide any context or takeaway message Caption does not describe observed patterns,neutral,Insufficient or Unclear Description
518,765,2,Caption describe the chart and helps to grasp low level messages. Caption does not provide any context or takeaway message. Caption does not describe observed patterns.,neutral,Missing or Unclear Takeaway Message
519,765,3,"The caption provides the context of the labels and its uses, not clearly explaining the comparison between the categories",neutral,Insufficient or Unclear Description
520,859,3,Caption does not add any value,not_useful,Insufficient or Unclear Description
521,859,4,Caption does not add any value.,not_useful,Insufficient or Unclear Description
523,882,4,"Caption summarizes the message shown in the chart however, domain knowledge is required to get a clear takeaway message",neutral,"""Missing or Unclear Takeaway Message"""
524,882,3,"Caption summarizes the message shown in the chart however, domain knowledge is required to get a clear takeaway message",neutral,Missing or Unclear Takeaway Message
526,547,3,"title of subplots in the visualization are included in the caption, caption does not provide sufficient context of the chart",not_useful,Insufficient or Unclear Description
527,547,2,title of subplots in the visualization are included in the caption. caption does not provide sufficient context of the chart.,not_useful,Label: Insufficient or Unclear Description
531,292,1,"not clearly explained in the caption, and no clear takeaway",not_useful,Missing or Unclear Takeaway Message
532,413,2,caption only describes the chart Key takeaway of the visualization is not mentioned in the caption,not_useful,"""Missing or Unclear Takeaway Message"""
533,413,2,caption only describes the chart. Key takeaway of the visualization is not mentioned in the caption.,not_useful,Missing or Unclear Takeaway Message
534,413,1,caption is not useful to interpret the trend. caption does not provide a takeaway,not_useful,"""Missing or Unclear Takeaway Message"""
535,442,2,Caption does not describe the visualization. Caption does not prodive context of the data,not_useful,Insufficient or Unclear Description
536,442,1,Caption does not describe the visualization. Caption does not prodive context of the data.,not_useful,Insufficient or Unclear Description
538,2018,4,Caption has data source which isn’t important Caption describes trend which adds to length which is distracting Caption provides context but doesn’t have enough information. Caption does not indicate the takeaway message,not_useful,"""Missing or Unclear Takeaway Message"""
539,2018,3,Caption has data source which isn’t important Caption describes trend which adds to length which is distracting Caption provides context but doesn’t have enough information Caption does not indicate the takeaway message,not_useful,Missing or Unclear Takeaway Message
540,2018,3,"The caption explains about the trends hidden in brackets with just one wording, but not explaining the high level takeaway using all the charts",not_useful,"""Missing or Unclear Takeaway Message"""
541,2025,2,Caption does not describe the trend or takeaway is needed Caption has reference to the context. Caption describes chart components inline summary of context would be useful,neutral,Missing or Unclear Takeaway Message
542,2025,1,Caption describes chart components. Caption does not describe the trend or takeaway is needed. Caption has reference to the context but inline summary of context would be useful.,neutral,Missing or Unclear Takeaway Message
543,2025,2,"also no clear trend mentioned in the caption. Caption contains explanation of terms used like box plot, and  what lines are drawn for no clear takeaway",not_useful,Observed Pattern Not Explained
544,2060,4,Caption describes the visualization. Caption does not explain the trend,not_useful,Observed Pattern Not Explained
545,2060,5,Caption describes the visualization. Caption does not explain the trend.,neutral,**Observed Pattern Not Explained**
546,2060,3,Caption doesn't seem to mention about the comparison between the bars and also what to infer from the charts,not_useful,Insufficient or Unclear Description
547,2064,2,Details about the source of the data in the caption is distracting Caption does not mention the key takeaway Caption is difficult to understand. Caption defines the components used in the visualization Some claims made in the caption cannot be observed in the chart,not_useful,Insufficient or Unclear Description
548,2064,2,Details about the source of the data in the caption is distracting. Caption defines the components used in the visualization. Caption does not mention the key takeaway and or summarize the trend. Caption is difficult to understand. Some claims made in the caption cannot be observed in the chart.,not_useful,Insufficient or Unclear Description
549,2064,4,caption are useful,neutral,"""Clear and Good Quality"""
550,2117,3,Caption contains context required to understand the visualization Caption explain the chart well Caption does not mention the key takeaway message,useful,"""Missing or Unclear Takeaway Message"""
551,2117,4,Caption contains context required to understand the visualization Caption explain the chart well Caption does not mention the key takeaway message,useful,Missing or Unclear Takeaway Message
552,2117,1,"caption mentions some terms and time-series chart, no clear takeaway",not_useful,"""Missing or Unclear Takeaway Message"""
553,2163,4,Caption describes the labels and patterns observed which is useful,useful,**Detailed and Informative**
554,2163,4,Caption describes the labels and patterns observed which is useful.,useful,**Detailed and Informative**
555,2163,4,the caption represent a clear takeaway message,useful,**Clear and Good Quality**
556,2253,4,Caption gives context required to read the visualization Caption does not clearly state the takeaway message,useful,Missing or Unclear Takeaway Message
557,2253,4,Caption gives context required to read the visualization Caption does not clearly state the takeaway message,useful,"""Missing or Unclear Takeaway Message"""
558,2253,3,caption does not have summary,not_useful,"""Insufficient or Unclear Description"""
559,2293,4,Caption includes references to the data source which is not helpful. The caption summarizes the visualization,neutral,Insufficient or Unclear Description
560,2293,3,The caption summarizes the visualization. Caption includes references to the data source which is not helpful.,not_useful,Insufficient or Unclear Description
562,2364,2,Caption is wordy and uses a lot os domain specific technical terms references. Caption does not explain the abberviations used in the chart Caption does not contain useful message,not_useful,"""Missing or Unclear Takeaway Message"""
563,2364,3,Caption is wordy and uses a lot of domain specific technical terms and references. Caption does not explain the abberviations used in the chart. Caption does not contain useful message.,not_useful,"""Missing or Unclear Takeaway Message"""
564,2364,2,"Caption does not clearly mention about the trend lines in the chart, more focused on the references",not_useful,"""Insufficient or Unclear Description"""
565,869,3,The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message,neutral,"""Missing or Unclear Takeaway Message"""
566,869,3,The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message.,not_useful,"""Missing or Unclear Takeaway Message"""
568,1214,4,the caption provides claims that are evident in the chart which is helpful in understanding the takeaway message,useful,Clear and Good Quality
569,1214,4,the caption provides claims that are evident in the chart which is helpful in understanding the takeaway message.,useful,Clear and Good Quality
571,1225,1,The caption does not provide information required to understand the visible patterns Caption provides context of the graph through data description but does not help in understanding the overall take away message,not_useful,"""Missing or Unclear Takeaway Message"""
572,1225,1,The caption does not provide information required to understand the visible patterns. Caption provides context of the graph through data description but does not help in understanding the overall take away message.,not_useful,"""Missing or Unclear Takeaway Message"""
574,1465,4,The caption clearly mentions the visualization task but describes the labels used in the graph. The caption does not state the takeaway message,neutral,Missing or Unclear Takeaway Message
575,1465,4,The caption clearly mentions the visualization task and describes the labels used in the graph. The caption does not state the takeaway message.,useful,Missing or Unclear Takeaway Message
576,1465,2,No trend is mentioned in the caption,not_useful,Insufficient or Unclear Description
577,1503,4,Caption provides domain knowledge by explaining the meaning of axes labels. The length of the caption creates confusion the caption,not_useful,Insufficient or Unclear Description
578,1503,4,Caption provides domain knowledge by explaining the meaning of axes labels. The length of the caption creates confusion.,neutral,Insufficient or Unclear Description
579,1503,2,"However, chart contains dense technical terms and abbreviations that are not fully explained in caption",not_useful,Insufficient or Unclear Description
580,1581,3,caption contains information missing in the graph and also provides information about how the data was processed. Caption does not clearly mention the key takeaway message,useful,"""Missing or Unclear Takeaway Message"""
581,1581,3,caption contains information missing in the graph and also provides information about how the data was processed. Caption does not clearly mention the key takeaway message.,useful,"""Missing or Unclear Takeaway Message"""
583,1917,2,Caption explains the methodology but not observed patterns of takeaway message. Context must be present in the caption to understand the visualization,not_useful,Insufficient or Unclear Description
584,1917,3,Caption explains the methodology but not bserved patterns of takeaway message. Context must be present in the cantion to understand the visualization.,not_useful,Insufficient or Unclear Description
586,2211,2,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message,not_useful,Missing or Unclear Takeaway Message
587,2211,2,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message.,not_useful,Missing or Unclear Takeaway Message
588,2211,3,"The caption is lengthy, and also does not mention clear takeaway message",not_useful,Missing or Unclear Takeaway Message
589,2028,3,Caption describes the marks used in the chart Caption explains the relationship between the two axes in the dual axis,useful,"""Detailed and Informative"""
590,2028,4,Caption describes the marks used in the chart. Caption explains the relationship between the two axes in the dual axis.,useful,**Detailed and Informative**
591,2028,4,does not clearly state key message directly in the caption,not_useful,"""Missing or Unclear Takeaway Message"""
592,1845,4,caption explains statistics of the data shown in the chart which helps in reading the chart the caption describes the chart and included labels required to understand the chart . The caption does not contain information that helps in understanding the takeaway message,useful,"""Missing or Unclear Takeaway Message"""
593,1845,4,caption explains statistics of the data shown in the chart which helps in reading the chart. the caption describes the chart and included labels required to understand the chart. The caption does not contain information that helps in understanding the takeaway message.,neutral,"""Missing or Unclear Takeaway Message"""
594,1845,4,the key message could be stated in the caption,neutral,Missing or Unclear Takeaway Message
595,1949,2,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart",not_useful,"""Observed Pattern Not Explained"""
596,1949,2,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart. ",not_useful,Insufficient or Unclear Description
597,1949,2,caption does not fully summarize and address main takeaway trend,not_useful,"""Missing or Unclear Takeaway Message"""
598,1749,4,Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,useful,**Missing or Unclear Takeaway Message**
599,1749,4,Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,useful,Missing or Unclear Takeaway Message
600,1749,2,caption is lengthly and does not provide clear takeaway message,not_useful,"""Missing or Unclear Takeaway Message"""
601,112,2,trend or pattern not explained in caption,not_useful,Observed Pattern Not Explained
602,126,2,caption does not summarize a takeaway message,not_useful,Missing or Unclear Takeaway Message
603,139,4,wordy caption,not_useful,"""Detailed but Overloaded with Information"""
604,148,3,"The caption helps to interpret the , providing information which are helpful But it does not mention the main takeaway",not_useful,Missing or Unclear Takeaway Message
605,149,3,caption does not provide enough information,not_useful,Insufficient or Unclear Description
606,152,3,the caption is a bit lengthy,neutral,Detailed but Overloaded with Information
607,184,2,No separate information regarding chart no: C is provided,not_useful,"""Insufficient or Unclear Description"""
608,188,3,"No explanation of the trend is provided, which is needed to interpret the chart",not_useful,Observed Pattern Not Explained
609,196,3,caption does not explain trends. caption does not include takeaway message from the observed trends,not_useful,Observed Pattern Not Explained
612,220,3,"The caption is lengthy, and also there can be a common legend in the chart.",neutral,**Detailed but Overloaded with Information**
613,236,2,"The caption is too lengthy, ",not_useful,"""Detailed but Overloaded with Information"""
614,242,1,The caption is lengthy but informative,neutral,**Detailed and Informative**
615,290,3,the caption is too large,not_useful,Insufficient or Unclear Description
616,292,3,The main takeaway is missing. More detailed caption would be helpful,not_useful,Missing or Unclear Takeaway Message
617,297,4,caption does not explain the trend,not_useful,Observed Pattern Not Explained
618,304,2,caption is too long,not_useful,"""Detailed but Overloaded with Information"""
619,317,2,caption does not state the main takeaway. Caption does not explain the observed trend,not_useful,"""Missing or Unclear Takeaway Message"""
621,330,3,caption does not explain observed pattern,not_useful,Observed Pattern Not Explained
622,332,4,The main takeaway is missing in the caption and the caption does not augment the visualization that much,not_useful,Missing or Unclear Takeaway Message
623,337,2,Caption is too long,not_useful,"""Detailed but Overloaded with Information"""
624,339,3,observed pattern is not explained in the caption,not_useful,**Observed Pattern Not Explained**
625,380,3,Caption described encoding used in the chart. Caption fails to summarize the intent,not_useful,"""Missing or Unclear Takeaway Message"""
627,413,2,Caption reiterates the in detail which is not helpful in getting an overall understanding,not_useful,Insufficient or Unclear Description
631,447,1,The caption seems fine,neutral,Clear and Good Quality
632,491,4,observed trend is not explained in the caption,not_useful,Observed Pattern Not Explained
633,492,3,The caption is a bit lengthy,neutral,"""Detailed but Overloaded with Information"""
634,494,2,caption has too much information,not_useful,"""Detailed but Overloaded with Information"""
635,497,3,"The caption does not augment the visualization.The main takeaway and an explanation behind it  is missing,",not_useful,Missing or Unclear Takeaway Message
637,547,3,The main takeaway is missing in the caption,not_useful,"""Missing or Unclear Takeaway Message"""
638,572,3,caption explains the chart components well. Caption fails to summarize the observed trend,useful,Observed Pattern Not Explained
639,604,3,the caption is too big,not_useful,Insufficient or Unclear Description
640,610,2,Caption explains the components of the chart well,useful,**Detailed and Informative**
641,614,3,The caption is also too large,not_useful,Insufficient or Unclear Description
642,639,3,"The caption should talk about the trends, also should do comparison among them",useful,Observed Pattern Not Explained
646,660,4,Large caption,neutral,Insufficient or Unclear Description
647,676,3,caption is monotonous,not_useful,Insufficient or Unclear Description
648,690,2,The caption should compare the results of the models (the major takeaway),useful,Missing or Unclear Takeaway Message
649,736,3,The caption talks in detailed regarding the simulation scenarios but the main takeaway is missing,not_useful,"""Missing or Unclear Takeaway Message"""
650,754,2,The caption does not complement the chart. It should mention and explain the upward trends.,not_useful,Observed Pattern Not Explained
651,758,3,the caption is monotonous,not_useful,Insufficient or Unclear Description
652,765,4,caption is too large,not_useful,Insufficient or Unclear Description
653,790,2,"The caption provides information regarding the charts that helps, but it should also explain comparative patterns observed in the chart.",useful,Observed Pattern Not Explained
654,828,1,And the caption does not explain it as well,not_useful,Insufficient or Unclear Description
655,839,3,The main takeaway is missing in the caption,not_useful,Missing or Unclear Takeaway Message
656,846,2,The main takeaway and the explanation of the discrepancy are not provided,not_useful,**Missing or Unclear Takeaway Message**
657,859,4,Caption does not elaborate on abberviations used in the chart,not_useful,Insufficient or Unclear Description
658,869,2,long caption,neutral,Missing or Unclear Takeaway Message
659,882,2,"The caption does not explain the visualization, nor it mention the main takeaway.",not_useful,Insufficient or Unclear Description
660,898,2,The caption does not talk about the main takeaway. Caption does not explain the trend observed,not_useful,"""Missing or Unclear Takeaway Message"""
661,904,4,Caption can be improved,neutral,Insufficient or Unclear Description
662,909,3,The caption is too large,not_useful,Insufficient or Unclear Description
663,920,3,The main takeaway is missing in the caption,not_useful,"""Missing or Unclear Takeaway Message"""
664,937,2,Caption does not explain the trends observed. Caption does not explain the corelation between two data expressed in the,not_useful,Observed Pattern Not Explained
666,994,3,Caption is too big,not_useful,"""Insufficient or Unclear Description"""
667,998,2,Caption does not explain the corelation between two data expressed in the,useful,Insufficient or Unclear Description
668,999,4,The caption is not helpful to interpret the visualization.,not_useful,Insufficient or Unclear Description
670,1011,1,The caption does not complement the chart and does not help to interpret it.,not_useful,Insufficient or Unclear Description
671,1044,2,"The caption provides information regarding the chart, but it should mention explain, and compare the trends",useful,**Observed Pattern Not Explained**
673,1081,2,The caption does not mention the main takeaway (the trend). Caption does not not contain context required to grasp the takeaway message. Caption explain methodology used to process the data,not_useful,Missing or Unclear Takeaway Message
675,1100,3,Caption is too big,not_useful,Insufficient or Unclear Description
679,1153,2,The caption does not mention the main takeaway,not_useful,"""Missing or Unclear Takeaway Message"""
680,1177,4,The caption does not expand on observed trend. Caption does not mention the causal effect,not_useful,Observed Pattern Not Explained
682,1192,2,The main takeaway and an explanation is missing,not_useful,"""Missing or Unclear Takeaway Message"""
687,1225,4,The caption mentions the main takeaway,useful,"""Clear and Good Quality"""
688,1232,2,caption does not explain the trend observed,not_useful,Observed Pattern Not Explained
690,1251,3,The caption does not augment the visualization that much. The main takeaway is missing in the caption. Also an explanation would be helpful.,not_useful,Missing or Unclear Takeaway Message
692,1285,4,An explanation of the trend would be helpful,useful,Observed Pattern Not Explained
693,1294,2,CLuttered and large caption,not_useful,"""Missing or Unclear Takeaway Message"""
694,1295,4,"The caption is quite informative and augment the visualization, but including the overall takeaway would be helpful",useful,"""Missing or Unclear Takeaway Message"""
696,1303,4,"The main takeaway is missing in the caption, so it does not help in the interpretation of the that much",not_useful,Missing or Unclear Takeaway Message
701,1428,2,Caption complements the. Caption does not state the main takeaway. caption does not explain the relation between data categories,not_useful,Missing or Unclear Takeaway Message
702,1439,2,"The caption does not include the gist of the , also does not explain correlation between data attributes",not_useful,Insufficient or Unclear Description
703,1453,2,caption does not explain the observed trend,not_useful,Observed Pattern Not Explained
704,1465,2,The caption should contain more information,not_useful,Insufficient or Unclear Description
706,1503,2,Caption complements the by providing context. Caption does not mention the main takeaway,neutral,Missing or Unclear Takeaway Message
707,1510,3,Caption does not augment the chart. Caption does not explain the trend observed in the chart. Caption does not explain the correlation between data attributes,not_useful,Observed Pattern Not Explained
709,1576,2,long caption,neutral,Missing or Unclear Takeaway Message
712,1615,3,"The caption surely augments the , but the problem is it does not describe the trend or provide an explanation for that",not_useful,Observed Pattern Not Explained
713,1626,3,"Overall takeaway and explanation of the trend is missing in the caption, but it provides context for the visialization",not_useful,"""Missing or Unclear Takeaway Message"""
714,1633,4,lengthy caption,neutral,Detailed but Overloaded with Information
715,1659,3,The caption explains abberviations used. caption does not include the overall takeaway,not_useful,"""Missing or Unclear Takeaway Message"""
716,1697,3,The caption describe the background information for the chart. Caption does not talk about the main takeaway.,neutral,"""Missing or Unclear Takeaway Message"""
717,1711,3,The caption does not talk about the overall trend and also does not explain it,not_useful,"""Observed Pattern Not Explained"""
718,1712,3,The caption does not contain context necessary to understand the trend observed. Caption does not describe the trend,not_useful,"""Insufficient or Unclear Description"""
719,1715,2,The caption does not explain the color encoding used in the charts. It also does not describe trend observed,not_useful,**Insufficient or Unclear Description**
720,1718,2,The caption does not describe the takeaway,not_useful,Missing or Unclear Takeaway Message
721,1726,2,Do not provide information regarding the main takeaway,not_useful,Missing or Unclear Takeaway Message
722,1748,3,caption does not describe the trend,not_useful,Insufficient or Unclear Description
724,1751,2,the caption does not describe small upward trend and does not compare the two,not_useful,"""Observed Pattern Not Explained"""
725,1755,3,"The caption does not describe the trend, also it should elaborate on how the multiple charts are related",not_useful,Insufficient or Unclear Description
726,1757,3,The caption does not describe the overall takeaway and it does not describe the trend,not_useful,"""Missing or Unclear Takeaway Message"""
727,1761,2,The caption does not include statistical description of the data,not_useful,"""Insufficient or Unclear Description"""
729,1779,5,The caption is too big,not_useful,Insufficient or Unclear Description
731,1802,2,caption does not state the main takeaway message. Caption does not describe the pattern observed,not_useful,Missing or Unclear Takeaway Message
733,1818,5,"The caption does provide information regarding the major takeaway (the trend), also does not provide explanation",neutral,**Observed Pattern Not Explained**
735,1838,2,the caption does not describe the trends or compare the three models,not_useful,Insufficient or Unclear Description
737,1861,2,"The caption does not talk about the main takeaway, also it does not compare different categories of the data",not_useful,"""Missing or Unclear Takeaway Message"""
738,1874,4,The caption is too big,not_useful,Insufficient or Unclear Description
739,1894,2,caption does not summarize the visualization,not_useful,"""Insufficient or Unclear Description"""
740,1911,3,"The caption describes the well, but including the main takeaway would be more helpful",not_useful,Missing or Unclear Takeaway Message
742,1917,2,The caption should describe the main takeaway (the trends in each ) and also the relationship among the trends,useful,"""Missing or Unclear Takeaway Message"""
744,1945,2,The caption should include the overall downward trends and should compare and explain the reason behind the trends,useful,**Observed Pattern Not Explained**
745,1946,2,"The overall trend is easily noticeable, but the caption is unnecessarily large",neutral,"""Missing or Unclear Takeaway Message"""
746,1947,3,The caption is too large,not_useful,Insufficient or Unclear Description
748,1963,2,The caption does not include the main takeaway and the comparison between the data of different plots (how the trends from different plot correlate),not_useful,"""Missing or Unclear Takeaway Message"""
749,1979,2,the captions does not include the main takeaway,not_useful,"""Missing or Unclear Takeaway Message"""
750,2007,2,lengthy caption,neutral,"""Missing or Unclear Takeaway Message"""
752,2016,2,"The caption does not augment the figures that much, it does not describe the trend or the major takeaway.",not_useful,Insufficient or Unclear Description
753,2018,3,The caption describe the trends for the plots individually but does not compare the plots or explain the reason behind the trends,not_useful,Observed Pattern Not Explained
754,2025,2,"The caption should talk about the discrepency in the correlation of interquirtile range and max-min range, also the overall trend and the comparison between the trends",useful,Observed Pattern Not Explained
755,2049,2,the caption do not talk about thew major takeaway,not_useful,"""Missing or Unclear Takeaway Message"""
757,2052,3,The caption should be more informative,not_useful,Insufficient or Unclear Description
758,2054,2,The caption should mention the upward trends and explain the reason behind that,useful,Observed Pattern Not Explained
759,2060,1,"The caption does not explain the table, which make it tough to interpret",not_useful,Insufficient or Unclear Description
760,2061,1,"The caption does not talk about the major takeaway, ",not_useful,Missing or Unclear Takeaway Message
761,2062,2,The caption does not talk about the major takeaway,not_useful,"""Missing or Unclear Takeaway Message"""
763,2065,5,"The caption does not summarize the scenarios shown in the chart, nor it talks about the trend or any takeaways",not_useful,**Missing or Unclear Takeaway Message**
764,2071,2,"The caption should talk about the trends, and also the relationship between variables shown in the chart",useful,Observed Pattern Not Explained
766,2103,2,"The caption should talk about the trends, compare them and explain the reason behind the trends",useful,Observed Pattern Not Explained
767,2105,2,It does not talk about the main gist. ,not_useful,"""Missing or Unclear Takeaway Message"""
769,2124,2,"The caption does not augment the plots. It does not talk about the major takeaway, ",not_useful,"""Missing or Unclear Takeaway Message"""
770,2125,2,The caption does not compare the correlation in data,not_useful,Insufficient or Unclear Description
773,2152,2,The caption should include the main gist of the figures.,useful,Insufficient or Unclear Description
774,2163,3,caption seems a bit long with irrelevant information,not_useful,**Detailed but Overloaded with Information**
775,2194,2,The caption should be short,neutral,Insufficient or Unclear Description
776,2211,3,Caption can be improved,not_useful,Insufficient or Unclear Description
777,2213,2,"The caption should compare the trends, which are missing",useful,Insufficient or Unclear Description
779,2218,1,"The caption does not augment the visualization, it should talk about the trends, compare the trends, also should talk about the correlation observed in data.",not_useful,Observed Pattern Not Explained
780,2220,1,"Caption should state the statistical description of data, also the should compare the trends between them",useful,Insufficient or Unclear Description
782,2251,2,"Caption should mention the overall trends of different plots, should include how they correlate",useful,"""Observed Pattern Not Explained"""
783,1749,2,The caption complement the charts,neutral,Clear and Good Quality
784,2253,1,caption should talk about the correlation between uncertainty observed in the chart,neutral,Observed Pattern Not Explained
785,2254,3,Caption can be shortened,neutral,"""Missing or Unclear Takeaway Message"""
786,2262,2,It should talk about the trends and also correlate between variables plotted,not_useful,"""Observed Pattern Not Explained"""
787,2271,2,The caption should talk about the gist of the plots also should compare the two trends,useful,Insufficient or Unclear Description
788,2276,1,The caption does not complement the plots. It should add the main takeaway from the visualization,useful,Missing or Unclear Takeaway Message
789,2289,1,The caption should describe the trends also should talk about the similarities between the trends (how they correlated),useful,Insufficient or Unclear Description
792,2327,1,"The caption should include the main takeaway, compare the trends and explain it",useful,"""Missing or Unclear Takeaway Message"""
793,2348,1,The caption does not talk about the trends and how they correlate,not_useful,Observed Pattern Not Explained
794,2354,1,The caption missed the gist and did not talk about the discrepancy in the comparison of the trends seen between the two plots,not_useful,Insufficient or Unclear Description
797,2360,2,The caption should include the main gist of the visualization and also compare or talk about the similarity of the trends.,useful,"""Observed Pattern Not Explained"""
798,1845,2,"The caption does not mention the main takeaway, also does not explain it",not_useful,"""Missing or Unclear Takeaway Message"""
799,1949,2,The caption does not complement the chart. The main takeaway is missing,not_useful,"""Missing or Unclear Takeaway Message"""
800,2028,3,The caption complements the,neutral,Insufficient or Unclear Description
