reason_id_x,image_id,rating_x,reason_useful,usefulness_x,feature_x,reason_id_y,rating_y,reason_not_useful,usefulness_y,feature_y,caption,expertise_useful,expertise_not_useful
388,2262,2,"The caption provided gives detailed context about the data sources,",useful,Detailed and Informative,390,2,require a takeaway message not mentioned in the caption,not_useful,"""Missing or Unclear Takeaway Message""","Figure 10.20. (a) 21st-century atmospheric CO2 concentration as simulated by the 
11 C4MIP models for the SRES A2 emission scenario (red) compared with the stan-
dard atmospheric CO2 concentration used as a forcing for many IPCC AR4 climate 
models (black). The standard CO2 concentration values were calculated by the BERN-
CC model and are identical to those used in the TAR. For some IPCC-AR4 models, 
different carbon cycle models were used to convert carbon emissions to atmospheric 
concentrations. (b) Globally averaged surface temperature change (relative to 2000) 
simulated by the C4MIP models forced by CO2 emissions (red) compared to global 
warming simulated by the IPCC AR4 models forced by CO2 concentration (black). The 
C4MIP global temperature change has been corrected to account for the non-CO2 
radiative forcing used by the standard IPCC AR4 climate models. ",,
398,2327,4,the caption should explain the trend,useful,"""Observed Pattern Not Explained""",399,4,"The caption mentions how the charts are related to each other, but not fully mention the clear takeaway message",not_useful,**Missing or Unclear Takeaway Message**,"Figure 10.21. (a) Atmospheric CO2 stabilisation scenarios SP1000 (red), SP750 
(blue), SP550 (green) and SP450 (black). (b) Compatible annual emissions calculated 
by three models, the Hadley simple model (Jones et al., 2006; solid), the UVic EMIC 
(Matthews, 2005; dashed) and the BERN2.5CC EMIC (Joos et al., 2001; Plattner et 
al., 2001; triangles) for the three stabilisation scenarios without accounting for the 
impact of climate on the carbon cycle (see Table 8.3 for details of the latter two 
models). (c) As for (b) but with the climate impact on the carbon cycle accounted 
for. (d) The difference between (b) and (c) showing the impact of the climate-carbon 
cycle feedback on the calculation of compatible emissions. ",,phd
421,1087,1,While the caption explains the context,useful,Clear and Good Quality,423,1,caption is not in sync with the chart,not_useful,Insufficient or Unclear Description,"Figure 5.13. Annual averages of the global mean sea level (mm). The red curve shows reconstructed 
sea level fi elds since 1870 (updated from Church and White, 2006); the blue curve shows coastal tide 
gauge measurements since 1950 (from Holgate and Woodworth, 2004) and the black curve is based 
on satellite altimetry (Leuliette et al., 2004). The red and blue curves are deviations from their averages 
for 1961 to 1990, and the black curve is the deviation from the average of the red curve for the period 
1993 to 2001. Error bars show 90% confi dence intervals. ",,
430,1178,1,While the caption provides detailed context,useful,Detailed and Informative,431,2,"The caption can better explain the trend,",not_useful,Observed Pattern Not Explained,"Figure 2.28: Reconstructions since 1700 of proxy-based ENSO
indices. Shown are the Northern Hemisphere cold-season (Oct-Mar)
mean NINO 3 index of Mann et al. (2000a) and the Northern
Hemisphere winter SOI index of Stahle et al. (1998). The SOI series is
scaled to have the same standard deviation as the NINO 3 index, and is
reversed in sign to be positively correlated with the NINO 3 series. An
instrumental NINO 3 index from 1871 to 2000 is shown for compar-
ison (Rayner et al., 2000; see also Figure 2.29), with two standard
error limits (grey shaded) of the proxy NINO 3 reconstruction.",,
433,1192,1,While the caption provides details context,useful,Detailed and Informative,435,3,"The caption mentioned about the terms in graph like N, N bar but the obvious trend is not explained",not_useful,Observed Pattern Not Explained,"Figure 10.17: Similarity of time mean precipitation distributions
obtained in a continuous RCM simulation and through statistical-
dynamical downscaling (SDD) for different levels of disaggregation.
Black line: mean absolute error (mm/day), grey line: spatial correlation
coefficient. Horizontal axis: computational load of SDD. N is the
number of days simulated in SDD, N the number of days simulated
with the continuous RCM simulation.",,phd
487,2141,3,Caption clearly states the takeaway message and summarizes the observed patterns in the graph making it highly interpretable,useful,**Clear and Good Quality**,489,2,"Though the caption does mention some trends, but there are no clear comparison or takeaway message which can be drawn from caption",not_useful,"""Missing or Unclear Takeaway Message""","Figure 1.9: Proxy temperatures reconstructions for the seven regions of the PAGES 2k Network. Temperature anom-
alies are relative to the 1961-1990 reference period. If this graph were plotted relative to 1901-1960 instead of 1961-
1990, the temperature changes would 0.47degF (0.26degC) higher. Gray lines around expected-value estimates indicate 
uncertainty ranges as defined by each regional group (see PAGE 2k Consortium9 and related Supplementary Informa-
tion). Note that the changes in temperature over the last century tend to occur at a much faster rate than found in the 
previous time periods. The teal values are from the HadCRUT4 surface observation record for land and ocean for the 
1800s to 2000.202 (Figure source: adapted from PAGES 2k Consortium 20139).",,
493,2354,4,Caption clearly concludes the takeaway message,useful,**Clear and Good Quality**,495,3,"The caption does provide methodology, but does not explain the takeaway message.",not_useful,"""Missing or Unclear Takeaway Message""","Figure 2.23. Globally and annually averaged temporal evolution of the instan-
taneous all-sky RF (top panel) and surface forcing (bottom panel) due to various 
agents, as simulated in the MIROC+SPRINTARS model (Nozawa et al., 2005; 
Takemura et al., 2005). This is an illustrative example of the forcings as implemented 
and computed in one of the climate models participating in the AR4. Note that there 
could be differences in the RFs among models. Most models simulate roughly similar 
evolution of the LLGHGs' RF.",,
496,2251,1,Caption provides important information. chart legend is repeated in the caption which is distracting,useful,Insufficient or Unclear Description,497,1,Caption provides important information but chart legend is repeated in the caption which is distracting.,not_useful,"""Insufficient or Unclear Description""","Figure 4.14: Atmospheric composition and properties predicted using the six SRES Marker-Illustrative scenarios for anthropogenic emissions:
A1B (green dashed line), A1T (yellow dash-dotted), A1FI (orange dash-dot-dotted), A2 (red solid), B1 (cyan dashed), B2 (solid dark blue).
Abundances prior to year 2000 are taken from observations, and the IS92a scenario computed with current methodology is shown for reference
(thin black line). Results are shown for CH4 (ppb), N2O (ppb), tropospheric O3 (DU), HFC-134a (ppt), CF4 (ppt), SF6 (ppt), the lifetime of CH4
(yr), and the global annual mean abundance of tropospheric OH (scaled to year 2000 value). All SRES A1-type scenarios have the same emissions
for HFCs, PFCs, and SF6 (appearing a A1B), but the HFC-134a abundances vary because the tropospheric OH values differ affecting its lifetime.
The IS92a scenario did not include emissions of PFCs and SF6. For details, see chapter text and tables in Appendix II.",,
511,290,4,caption is detailed and explains labels of the chart data used to create the visualization. Caption guides in reading the chart which helps in getting the takeaway message,useful,Detailed and Informative,615,3,the caption is too large,not_useful,Insufficient or Unclear Description,"Figure 3.36: The value of improved technology. 
Note: Modelling studies enable experts to calculate the economic value of technology improvements that increase particularly drastically with increasing stringency of 
stabilization targets (750, 650, 500, and 450 ppmv, respectively) imposed on a reference scenario (modelling after the IS92a scenario in this particular modelling study). 
Detailed model representation of technological interdependencies and competition and substitution is needed for a comprehensive assessment of the economic value 
of technology improvements. Left panel: cost savings (billions of 1996 US$) compared to the reference scenario when lowering the costs of solar photovoltaics (PV) 
from a reference value of 9 US cents per kWh (top) by 1, 3, 4, and 6 cents/kWh, respectively. For instance, the value of reducing PV costs from 9 to 3 cents per kWh 
could amount to up to 1.5 trillion US$ in an illustrative 550 ppmv stabilization scenario compared to the reference scenario in which costs remain at 9 cents/kWh). 
Right panel: cost savings resulting from availability of an ever larger and diversified portfolio of carbon capture and sequestration technologies. For instance, adding 
soil carbon sequestration to the portfolio of carbon capture and sequestration technology options (forest-sector measures were not included in the study) reduces 
costs by 1.1 trillion US$ in an illustrative 450 ppmv stabilization scenario. Removing all carbon capture sequestration technologies would triple the costs of stabilization 
for all concentration levels analyzed. ",,
514,650,5,Caption helps in understanding annotations used in the chart. Caption clearly states the takeaway message provides required context to read the chart,useful,Clear and Good Quality,516,2,The caption does not fully represent the chart,not_useful,Insufficient or Unclear Description,"Figure 8.6: Total technical mitigation potentials (all practices, all GHGs) for each region by 2030 
Note: Boxes show one standard deviation above and below the mean estimate for per-area mitigation potential, and the bars show the 95% confidence interval about 
the mean. Based on the B2 scenario, although the pattern is similar for all SRES scenarios.
Source: Drawn from data in Smith et al., 2007a.",,
550,2117,3,Caption contains context required to understand the visualization Caption explain the chart well Caption does not mention the key takeaway message,useful,"""Missing or Unclear Takeaway Message""",552,1,"caption mentions some terms and time-series chart, no clear takeaway",not_useful,"""Missing or Unclear Takeaway Message""","Figure 9.28: Decadal probability density functions (PDF) of the
ECHAM3/LSG transient greenhouse gas ensemble: each PDF
(greyscale bars) consists of 160 NAO index realisations including the
monthly means of November to February of the four simulations over
one decade. The greyscale background indicates the relative frequency
of the classified NAO indices based on a kernel function (Matyasovszky,
1998). The PDF's width indicates the decadal variability. At the bottom,
the time-series of the decadal mean (solid green line) and the variability
(solid red line) of each PDF as well as the corresponding linear trends
(dashed lines) are shown (from Paeth et al., 1999).",,
553,2163,4,Caption describes the labels and patterns observed which is useful,useful,**Detailed and Informative**,774,3,caption seems a bit long with irrelevant information,not_useful,**Detailed but Overloaded with Information**,"Figure 8.13: Annual mean precipitation changes (mm/yr) over Africa (20degW to 30degE) for the mid-Holocene climate: (upper panel) Biome
distributions (desert, steppe, xerophytic and dry tropical forest/savannah (DTF/S)) as a function of latitude for present (red circles) and 6,000 yr
BP (green triangles), showing that steppe vegetation replaces desert at 6,000 yr BP as far north as 23degN (vertical blue dashed line); (middle panel)
6000 yr BP minus present changes as simulated by the PMIP models. The black hatched lines are estimated upper and lower bounds for the
excess precipitation required to support grassland, based on present climatic limits of desert and grassland taxa in palaeo-ecological records, the
intersection with the blue vertical line indicates that an increase of 200 to 300 mm/yr is required to sustain steppe vegetation at 23degN at 6,000 yr
BP (redrawn from Joussaume et al., 1999); (lower panel) same changes for the IPSL atmosphere-alone (A), i.e., PMIP simulation, the coupled
atmosphere-ocean (OA), the atmosphere-alone with vegetation changes from OA (AV) and the coupled atmosphere-ocean-vegetation (OAV)
simulations performed with the IPSL coupled climate model. The comparison between AV and OAV emphasises the synergism between ocean and
land feedbacks (redrawn from Braconnot et al., 1999).",,
556,2253,4,Caption gives context required to read the visualization Caption does not clearly state the takeaway message,useful,Missing or Unclear Takeaway Message,558,3,caption does not have summary,not_useful,"""Insufficient or Unclear Description""","Figure 8.12: An uncertainty ratio for 10-degree latitude bands; (a)
control simulations; (b) difference between the control and doubled
greenhouse gas simulations. E is evaporation, P is precipitation, Tscr is
screen temperature, cld is the percentage cloud cover and Sn is the net
short-wave radiation at the surface. The units on the Y-axis are
dimensionless. An asterisk means the value is statistically significant at
95% and a diamond at 90% (see Crossley et al., 2000).",,
575,1465,4,The caption clearly mentions the visualization task and describes the labels used in the graph. The caption does not state the takeaway message.,useful,Missing or Unclear Takeaway Message,576,2,No trend is mentioned in the caption,not_useful,Insufficient or Unclear Description,"Figure 8.6: As in the Figure 8.5, for precipitation. The two left-most
columns represent alternate observationally based data sets, 15-year
ECMWF reanalysis ('ECMWF') and NCAR/NCEP reanalysis
('NCEP'), compared with the baseline observations (Xie and Arkin,
1996). From Covey et al. (2000b). ",,
589,2028,3,Caption describes the marks used in the chart Caption explains the relationship between the two axes in the dual axis,useful,"""Detailed and Informative""",591,4,does not clearly state key message directly in the caption,not_useful,"""Missing or Unclear Takeaway Message""","Figure 2.3: Cloud cover (solid line) and DTR (degC, dashed line) for
Europe, USA, Canada, Australia, the former Soviet Union, and eastern
China (from Dai et al., 1997a). Note that the axis for DTR has been
inverted. Therefore, a positive correlation of cloud cover with inverted
DTR indicates a negative cloud cover/DTR correlation.",,
592,1845,4,caption explains statistics of the data shown in the chart which helps in reading the chart the caption describes the chart and included labels required to understand the chart . The caption does not contain information that helps in understanding the takeaway message,useful,"""Missing or Unclear Takeaway Message""",798,2,"The caption does not mention the main takeaway, also does not explain it",not_useful,"""Missing or Unclear Takeaway Message""","Figure 9.19. Observed (Climatic Research Unit TS 2.1; Mitchell and Jones, 2005) 
Sahel July to September rainfall for each year (black), compared to an ensemble 
mean of 10 simulations of the atmospheric/land component of the GFDL-CM2.0 
model (see Table 8.1 for model details) forced with observed SSTs (red). Both model 
and observations are normalized to unit mean over 1950-2000. The grey band 
represents +-1 standard deviation of intra-ensemble variability. After Held et al. 
(2005), based on results in Lu and Delworth (2005).",,
598,1749,4,Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,useful,**Missing or Unclear Takeaway Message**,600,2,caption is lengthly and does not provide clear takeaway message,not_useful,"""Missing or Unclear Takeaway Message""","Figure 2.1 | Pathways classification overview. (a) Average global mean temperature increase relative to 2010 as projected by FAIR and MAGICC in 2030, 2050 and
2100; (b) response of peak warming to cumulative CO2 emissions until net zero by MAGICC (red) and FAIR (blue); (c) decadal rate of average global mean temperature change
from 2081 to 2100 as a function of the annual CO2 emissions averaged over the same period as given by FAIR (transparent squares) and MAGICC (filled circles). In panel (a),
horizontal lines at 0.63°C and 1.13°C are indicative of the 1.5°C and 2°C warming thresholds with the respect to 1850–1900, taking into account the assessed historical
warming of 0.87°C ±0.12°C between the 1850–1900 and 2006–2015 periods (Chapter 1, Section 1.2.1). In panel (a), vertical lines illustrate both the physical and the scenario
uncertainty as captured by MAGICC and FAIR and show the minimal warming of the 5th percentile of projected warming and the maximal warming of the 95th percentile of
projected warming per scenario class. Boxes show the interquartile range of mean warming across scenarios, and thus represent scenario uncertainty only.",,
640,610,2,Caption explains the components of the chart well,useful,**Detailed and Informative**,41,4,The caption doesn't explain the trend present in the graph,not_useful,**Observed Pattern Not Explained**,"Figure 3.38: Relationship between global mean equilibrium temperature change and stabilization concentration of greenhouse gases using: (i) 'best estimate' climate sensitivity 
of 3degC (black), (ii) upper boundary of likely range of climate sensitivity of 4.5degC (red), (iii) lower boundary of likely range of climate sensitivity of 2degC (blue) (see also Table 3.9). ",,
653,790,2,"The caption provides information regarding the charts that helps, but it should also explain comparative patterns observed in the chart.",useful,Observed Pattern Not Explained,51,2,Clear explanations are not provided in the captions,not_useful,"""Missing or Unclear Takeaway Message""","Figure 1.21 | Levelized Cost of Fuels (LCOF) for commercially available biomass conver-
sion technologies covering a range of different discount rates. LCOF estimates for all tech-
nologies are based on input data summarized in Annex III and the methodology outlined 
in Annex II. The lower bound of the levelized cost range is based on a 3% discount rate 
applied to the low ends of the ranges of investment, operations and maintenance (O&M) 
and feedstock cost. The higher bound of the levelized cost range is accordingly based 
on a 10% discount rate applied to the high end of the ranges of investment, O&M and 
feedstock costs. Note that conversion effi ciencies, by-product revenue, capacity factors 
and lifetimes were set to average values. HHV stands for 'higher heating value'. For data 
and supplementary information see Annex III.",phd,phd
687,1225,4,The caption mentions the main takeaway,useful,"""Clear and Good Quality""",571,1,The caption does not provide information required to understand the visible patterns Caption provides context of the graph through data description but does not help in understanding the overall take away message,not_useful,"""Missing or Unclear Takeaway Message""","Figure 5.24 The produced water chemistry before CO2 injection and the produced water chemistry after 12 months and 31 months of injection 
at Weyburn has been contoured from fluid samples taken at various production wells. The black dots show the location of the sample wells: 
(a) d13CHCO3 in the produced water, showing the effect of supercritical CO2 dissolution and mineral reaction. (b) Calcium concentrations in the 
produced water, showing the result of mineral dissolution (after Perkins et al., 2005).",phd,
742,1917,2,The caption should describe the main takeaway (the trends in each ) and also the relationship among the trends,useful,"""Missing or Unclear Takeaway Message""",583,2,Caption explains the methodology but not observed patterns of takeaway message. Context must be present in the caption to understand the visualization,not_useful,Insufficient or Unclear Description,"Figure 10: Variations in atmospheric CO2 concentration on different time-scales. (a) Direct measurements of atmospheric CO2. (b) CO2
concentration in Antarctic ice cores for the past millenium. Recent atmospheric measurements (Mauna Loa) are shown for comparison. (c)
CO2 concentration in the Taylor Dome Antarctic ice core. (d) CO2 concentration in the Vostok Antarctic ice core. (Different colours represent
results from different studies.) (e to f) Geochemically inferred CO2 concentrations. (Coloured bars and lines represent different published
studies) (g) Annual atmospheric increases in CO2. Monthly atmospheric increases have been filtered to remove the seasonal cycle. Vertical
arrows denote El Nino events. A horizontal line defines the extended El Nino of 1991 to 1994. [Based on Figures 3.2 and 3.3]",,
754,2025,2,"The caption should talk about the discrepency in the correlation of interquirtile range and max-min range, also the overall trend and the comparison between the trends",useful,Observed Pattern Not Explained,543,2,"also no clear trend mentioned in the caption. Caption contains explanation of terms used like box plot, and  what lines are drawn for no clear takeaway",not_useful,Observed Pattern Not Explained,"Figure 2.6 | Annual global emissions characteristics for 2020, 2030, 2050, 2100. Data are shown for (a) Kyoto-GHG emissions, and (b) global total CO2 emissions, 
(c) CO2 emissions from the agriculture, forestry and other land use (AFOLU) sector, (d) global N2O emissions, and (e) CO2 emissions from fossil fuel use and industrial processes. 
The latter is also split into (f) emissions from the energy supply sector (electricity sector and refineries) and (g) direct emissions from fossil-fuel use in energy demand sectors 
(industry, buildings, transport) (bottom row). Horizontal black lines show the median, boxes show the interquartile range, and whiskers the minimum-maximum range. Icons 
indicate the four pathway archetypes used in this chapter. In case less than seven data points are available in a class, the minimum-maximum range and single data points 
are shown. Kyoto-GHG, emissions in the top panel are aggregated with AR4 GWP-100 and contain CO2, CH4, N2O, HFCs, PFCs, and SF6. NF3 is typically not reported by IAMs. 
Scenarios with year-2010 Kyoto-GHG emissions outside the range assessed by IPCC AR5 WGIII assessed are excluded (IPCC, 2014b).",,
764,2071,2,"The caption should talk about the trends, and also the relationship between variables shown in the chart",useful,Observed Pattern Not Explained,261,3,"The caption is lengthy and explains about the terms and about the chart, but no clear takeaway message is mentioned and also comparison between the lines are not mentioned",not_useful,"""Missing or Unclear Takeaway Message""","Figure 2.3. Recent CO2 concentrations and emissions. (a) CO2 concentrations 
(monthly averages) measured by continuous analysers over the period 1970 to 
2005 from Mauna Loa, Hawaii (19degN, black; Keeling and Whorf, 2005) and Baring 
Head, New Zealand (41degS, blue; following techniques by Manning et al., 1997). Due 
to the larger amount of terrestrial biosphere in the NH, seasonal cycles in CO2 are 
larger there than in the SH. In the lower right of the panel, atmospheric oxygen (O2) 
measurements from fl ask samples are shown from Alert, Canada (82degN, pink) and 
Cape Grim, Australia (41degS, cyan) (Manning and Keeling, 2006). The O2 concentration 
is measured as 'per meg' deviations in the O2/N2 ratio from an arbitrary reference, 
analogous to the 'per mil' unit typically used in stable isotope work, but where the ra-
tio is multiplied by 106 instead of 103 because much smaller changes are measured. 
(b) Annual global CO2 emissions from fossil fuel burning and cement manufacture 
in GtC yr-1 (black) through 2005, using data from the CDIAC website (Marland et al, 
2006) to 2003. Emissions data for 2004 and 2005 are extrapolated from CDIAC using 
data from the BP Statistical Review of World Energy (BP, 2006). Land use emissions 
are not shown; these are estimated to be between 0.5 and 2.7 GtC yr-1 for the 1990s 
(Table 7.2). Annual averages of the 13C/12C ratio measured in atmospheric CO2 at 
Mauna Loa from 1981 to 2002 (red) are also shown (Keeling et al, 2005). The isotope 
data are expressed as d13C(CO2) %0 (per mil) deviation from a calibration standard. 
Note that this scale is inverted to improve clarity. ",,phd
766,2103,2,"The caption should talk about the trends, compare them and explain the reason behind the trends",useful,Observed Pattern Not Explained,481,2,"Caption does not clearly state the takeaway message, does not expalin the observed pattern The caption does not clarify what chart components represent definition of shaded region in the caption helps understand the chart",not_useful,"""Missing or Unclear Takeaway Message""","Figure 1.1. Observed changes in (a) global average surface temperature; (b) global average sea level from tide gauge (blue) and satellite (red) data; and (c)
Northern Hemisphere snow cover for March-April. All differences are relative to corresponding averages for the period 1961-1990. Smoothed curves repre-
sent decadal averaged values while circles show yearly values. The shaded areas are the uncertainty intervals estimated from a comprehensive analysis of
known uncertainties (a and b) and from the time series (c). {WGI FAQ 3.1 Figure 1, Figure 4.2, Figure 5.13, Figure SPM.3}",,
773,2152,2,The caption should include the main gist of the figures.,useful,Insufficient or Unclear Description,400,2,The use of technical terms makes it somewhat confusing. The caption provides thorough context but the details add more complexity.,not_useful,"""Detailed and Informative""","Figure 19.2. Top panel: Probability of exceedence of a range of
temperature thresholds for overshoot (OS500) and non-overshoot
(SC500) scenarios, derived from probability distributions for climate
sensitivity (see 'Key caveat' above on low confidence for specific
quantitatitive results). OS500 Max is derived from the maximum
overshoot temperature that occurs during the transient response before
2200, whereas OS500 in 2200 and SC500 in 2200 are derived from
temperatures in 2200. While model-dependent, these results
demonstrate the importance of considering transient temperature
change when evaluating mitigation strategies to avoid key vulnerabilities.
Bottom panel: Visualisation of maximum exceedence amplitude (MEA)
and degree years (DY) for an illustrative overshoot temperature profile.
Source: Schneider and Mastrandrea (2005).",phd,
787,2271,2,The caption should talk about the gist of the plots also should compare the two trends,useful,Insufficient or Unclear Description,264,3,"The caption does explain about the chart, but does not explain about the takeaway",not_useful,"""Missing or Unclear Takeaway Message""","Figure 3.4. (a) Annual anomalies of global SST (HadSST2; red bars and blue solid curve), 1850 to 2005, and global NMAT (HadMAT, green curve), 1856 to 2005, relative to 
the 1961 to 1990 mean (degC) from the UK Meteorological Offi ce (UKMO; Rayner et al., 2006). The smooth curves show decadal variations (see Appendix 3.A). The dashed black 
curve shows equivalent smoothed SST anomalies from the TAR. (b) Smoothed annual global SST anomalies, relative to 1961 to 1990 (degC), from HadSST2 (blue line, as in (a)), 
from NCDC (Smith et al., 2005; red line) and from COBE-SST (Ishii et al., 2005; green line). The latter two series begin later in the 19th century than HadSST2. (c,d) As in (a) but 
for the NH and SH showing only the UKMO series.",,phd
788,2276,1,The caption does not complement the plots. It should add the main takeaway from the visualization,useful,Missing or Unclear Takeaway Message,391,2,The caption also does not summarize the main trend,not_useful,"""Missing or Unclear Takeaway Message""","Figure 2.23: Time-series illustrating temperature variability over the
last about 400 ky (updated from Rostek et al., 1993; Schneider et al.,
1996; MacManus et al., 1999; Reille et al., 2000). The uppermost
time-series describes the percentage of tree pollen that excludes pollen
from pine tree species. The higher this percentage, the warmer was the
climate.",phd,
797,2360,2,The caption should include the main gist of the visualization and also compare or talk about the similarity of the trends.,useful,"""Observed Pattern Not Explained""",14,4,"The caption explains the graph markings not the trend,",not_useful,"""Insufficient or Unclear Description""","Figure 11.10: Estimated sea level rise from 1910 to 1990. (a) The
thermal expansion, glacier and ice cap, Greenland and Antarctic contri-
butions resulting from climate change in the 20th century calculated
from a range of AOGCMs. Note that uncertainties in land ice calcula-
tions have not been included. (b) The mid-range and upper and lower
bounds for the computed response of sea level to climate change (the
sum of the terms in (a) plus the contribution from permafrost). These
curves represent our estimate of the impact of anthropogenic climate
change on sea level during the 20th century. (c) The mid-range and
upper and lower bounds for the computed sea level change (the sum of
all terms in (a) with the addition of changes in permafrost, the effect of
sediment deposition, the long-term adjustment of the ice-sheets to past
climate change and the terrestrial storage terms). ",phd,
