image_id,interpretability_rating_u_res1,reason_u_res1,interpretability_rating_u_res2,reason_u_res2,interpretability_rating_res1,reason_res1,interpretability_rating_res2,reason_res2
846.0,2,"Complex bar chart under multiple scenarios for the year of 2050. While the caption provides detailed information about the scenarios. But the chart itself is cluttered with multiple bars for each region and scenarios, making it difficult to grasp what is the main takeaway. The overlapping data and use of different colors add more to the confusion. ",5,"Both are easy to interpret, the color coding is well done. ",2.0,The main takeaway and the explanation of the discrepancy are not provided,1.0,There is no clear explanation about the chart and also no clear takeaway mentioned in the caption.
898.0,2,"Although there is a legend in the chart, the multiple lines representing different regions is confusing. The dual y-axes add more to the complexity, making it harder to quickly analyze the chart. ",5,Both are easy to interpret.,2.0,The caption does not talk about the main takeaway. Caption does not explain the trend observed,1.0,No clear trend explained in the caption
998.0,2,"Multiple data points and the vertical and horizontal dashes line, increase the complexity of the data as the reader has to interpret multiple aspects of the chart. ",5,Both are easy to understand.,2.0,Caption does not explain the corelation between two data expressed in the visualization,3.0,The chart is confusing to understand and also the reference lines along y-axis is little confusing
1100.0,2,"The graph's resolution is low, the graph is blurry. There is no legend present, explaining the different colors and what do they mean. The caption is detailed which helps in understanding the graph's context. ",2,"The caption is good, but the graph labels are hard to read. ",3.0,Caption is too big,4.0,Easy to compare categories
1112.0,2,Multiple lines and different colors make it hard to interpret the main takeaway. The detailed caption makes it a little easier to understand the potential economic growth over time. ,1,"The caption doesn't explain the graph well, and the graph is very hard to read with the many unlabeled intersecting lines.",1.0,Cluttered without propoer legend,2.0,"The lines are overlapping on each other and mentioning of some axis notation on the right side, which is not clear"
1153.0,2,The caption does not summarize the main trend of the graph and overlapping lines with the different data sets makes it hard to follow the trends.,4,"The caption can better explain the trend, and the graph is a little hard to read but understandable. ",2.0,The caption does not mention the main takeaway.,1.0,"The caption does not justify chart, no clear explanation and takeaways provided"
1206.0,2,"The chart includes multiple categories with detailed visual elements, overlapping data points, and addition symbols like red diamonds, all of which make it hard to interpret. despite the detailed caption, the overall presentation requires significant effort to comprehend the main takeaways. ",5,Both are easy to understand.,3.0,takes time but understandable,4.0,Easy to compare categories
1400.0,2,The chart includes comparisons between pink and blue countries across different time periods. The comparison between the different scenarios takes careful interpretation to understand the main takeaways. Multiple elements and detailed context makes it somewhat confusing. ,1,"The caption is okay, but the graph lines are very hard to understand. The differences in representation is very small that it is hard to tell. ",3.0,"Bit cluttered, ",3.0,"The lines are clearly not mentioned in the caption and the chart, making it difficult to interpret the chart"
1510.0,2,"The visualization includes multiple categories such as causes, consequences, and costs separated into 3 sections for developing, developed, and global totals. Each section includes graphs for sub-categories for dryland loss, wetland loss, etc. The caption provides little information about the main takeaway. While the visualization effectively conveys the potential impacts, the multiple elements and details to focus on make it somewhat confusing. ",5,Both are easy to understand.,3.0,Caption does not augment the chart. Caption does not explain the trend observed in the chart. Caption does not explain the correlation between data attributes,3.0,"The caption doesn't seem to mention trends in the chart, and what to follow in the chart. Caption is too small without any details"
1615.0,2,"The chart has 1 main panel with 4 additional panels. This adds complexity. The caption provides context about the factors and contributions which is informative. But, making the comparisons between the different factors makes it difficult to interpret. ",4,"Both are pretty good, but in the first graph the black and red are hard to read. ",3.0,"The caption surely augments the visualization, but the problem is it does not describe the trend or provide an explanation for that. But it describe different factors/terms for different figures well.",4.0,Caption is lengthy providing detaled context but not enough to summarize the main takeawat or highlighting the most important trend.
1633.0,2,"The visualization has multiple panels, making it difficult to focus on one panel. The different changes are shown and each panel uses different colors but since there are too many of the little panels, it becomes hard to make any observations. The caption is very detailed about the visualization, but it is too long it read, although it summarizes the main trend. I have to zoom in to see the dashed lines and the solid lines to make any interpretation.",4,"The caption is good, but the graphs are a little small. ",4.0,Caption can be bit smaller,4.0,"The visualization is complex, and caption is lengthy without clearly summarizing the main trend. The main takeaway could be more highlighted in the caption."
1659.0,2,"The visualization includes 4 panels showing different precipitations for different countries. The use of multiple panels adds to the complexity. Furthermore, the caption is very detailed about the context and while it is informative, the detailed context is hard to interpret. The chart shows different ratios for each panel, and it takes time and careful interpretation to understand the difference between the models. ",1,"The caption is okay, but the symbols and labels on the graph are hard to read. ",3.0,"The caption provides the full form of the models and provides the overall description regarding the placement of the figures, but the overall takeaway is missing.",2.0,"The legend seems to be crowded, making it difficult to distinguish between the models, and overlapping datapoints add some visual clutter. Caption does not mention any key trend."
1748.0,2,Multiple panels make it hard analyze the full context of these graphs. The caption is detailed but it takes time to analyze.,4,"Both are pretty easy to understand, but the graph labels can be bigger.",3.0,The caption does not provide information regarding the correlation of the trends visualized in the figures. It also does not describe the trends.,1.0,"The year are not consistent between the left top (a) and bottom charts (b,c), which in overview inferring same years."
1750.0,2,"This visualization includes multiple 3D bar graphs with the use of multiple components adds complexity. The caption provides extensive context about the experiments and scenarios, which is informative but also adds to the overall complexity.",5,Both are easy to interpret.,1.0,"(a), (b) indication is absent in the figure, which makes it very confusing to understand",2.0,"The 3D charts are making it difficult to compare values, and color encoding is not intuitive, and the caption does provide details about the terms but does not summarize the main takeaway."
1802.0,2,The terminology and detailed context adds to the complexity. The scatterplot involves technical terms which require previous knowledge to fully understand. ,4,"The caption is okay, but the graph format should be different.",2.0,"A description of the main takeaway, when those two lines interact, and what it means were required.",2.0,Even after close look in chart and caption it is not clear.
1838.0,2,"The caption provides a detailed description of the each panel, but it can be hard to compare each panel and compare data. The complexity in the last panel makes it somewhat confusing. ",5,Both are pretty easy to understand.,2.0,"The visualization seems a bit cluttered, also the caption does not describe the trends or compare the three models.",3.0,"The charts are very dense, with overlapping lines, the caption is comprehensive but it does not clearly summarize the main takeaway"
1911.0,2,There are multiple components and details that need to be focused on which make it somewhat confusing. The legend doesn't include what the solid and dashed lines mean. Confusing to find the main trend of the chart. ,4,"The caption is okay, but the graph should include info about what the vertical lines stand for, and format the data differently visually.",3.0,"The caption describes the figure well, but including the main takeaway would be more helpful.",4.0,Takes some time to understand there are different countries
2050.0,2,"Different colors and symbols are used for different purposes, but it can be confusing to understand what they mean. The chart includes many panels which adds to the complexity and makes it harder to get an overall main takeaway of the date. The caption doesn't summarize the main trend. ",4,"The caption should explain the context better, and the graph should have a key for each data point.",5.0,easy,2.0,"Caption provides information regarding the chart, but does not mention any trends, and comparison of various charts since they are combined. No clear takeaway"
2105.0,2,"The chart shows a comparison between the historical observations, present simulations, and future climate projects. however, the multiple components, and the lines on b,c,and d make it hard to interpret which makes it somewhat confusing. Although the caption explains what the lines mean it is still hard to get an overall picture of the main trend. ",5,Both are understandable.,2.0,It does not talk about the main gist. It also does not compare between the time range.,2.0,The bell curves are drawn in different time range which is difficult to compare or understand
2125.0,2,"The caption is complex and takes time to interpret Th charts use different colors and liens to show the historical and project changes. The clear axes and legends somewhat help in understanding. However, just looking at the chart won't help in the interpretation. The bar on the right side is also hard to see and see the ranges. ",5,Both are easy to understand.,2.0,The caption does not compare the correlation between the temperature change and forcing.,3.0,"The caption provides the process, but does not provide clear explanation of the trends and comparisons."
2254.0,2,"The chart has labels that are heard to read. There is no legend present in the chart. The caption is too long, and it takes time to interpret the main findings. ",4,"Both are pretty easy to understand, but a few labels on the graph are blurry. ",3.0,Caption can be shortened,2.0,"The chart represented in different colors, but no label mentioned what color means"
2262.0,2,"The caption provided gives detailed context about the data sources, but it is hard to find a main key takeaway without spending some time understanding what each line style/colors mean. ",4,"The graph should include a key to explain the colors, and the lines overlap a lot. The caption is good.",2.0,It should talk about the trends and also correlate between CO2 and global surface warming,2.0,"There are many overlapping lines in the charts, which require a takeaway message but not mentioned in the caption"
2276.0,2,The chart uses different scales to represent the different datasets which makes it somewhat confusing to interpret the data. The caption also does not summarize the main trend. ,4,"The caption doesn't explain the trend of the graphs well, and the graphs should be separated   instead of placed together on the same axis.",1.0,The caption does not complement the plots. It should add the main takeaway from the visualization,4.0,It is better to have separate lines in between different categories to increase interpretability in my opinion
2300.0,2,"The 3 panels show different results, it hard to compare them. The caption does a good job of explaining what the trends are, but the detailed context adds complexity.  Furthermore, the chart includes grey region that the lines go into which also makes it somewhat confusing. ",5,Both are pretty understandable. ,2.0,A bit confusing,4.0,"The caption does mention some trends relating the charts, but does not give overall takeaway"
2327.0,2,"Each panel uses different colored lines and symbols to represent different models. However, the use of multiple colors and lines make it somewhat challenging to grasp the main trends. ",4,"For the bottom graph, some of the graph lines are hard to read, and the caption should explain the trend.",1.0,"The caption should include the main takeaway, compare the trends and explain it.",4.0,"The caption mentions how the charts are related to each other, but not fully mention the clear takeaway message"
2152.0,2,The use of multiple components adds to the complexity of interpretation. The use of technical terms makes it somewhat confusing. The caption provides thorough context but the details add more complexity. ,5,"Both are easy to interpret, and display the trend well.",2.0,The caption should include the main gist of the figures.,3.0,The bottom chart is less interpretable and caption does not provide any clear takeaway message
2194.0,2,The use of error bars and different symbols help in understanding the data but it is also difficult to see the error bars for (a). The detailed information can be too much for some viewers. ,5,"The caption is very lengthy, but both are understandable.",2.0,The caption should be short,1.0,The x-axis label is very confusing unable to determine the ticks with years
2215.0,2,"The visualization includes 2 panels, the use of multiple components in each panels makes it somewhat challenging to quickly grasp the main trends. the caption provides detailed context about the dat. While it is informative, it also adds complexity. ",4,"The caption is good, but the graph formatting could be better.",2.0,The 1st visualization seems confusing,4.0,Caption and chart both are required to interpret
242.0,1,Difficult to interpret the main takeaway. There is no legend. The bars at the end of the orange envelope are blurry. ,3,"The graph is hard to read, and the caption doesn't explain the trend.",1.0,"The caption is lengthy (but I think it was needed as the charts carry a lot of information), but the visualization is very cluttered, having envelopes and bars over to each other ",3.0,More details are required to know about the takeaway for the chart
909.0,1,"Caption is too long, multiple bars and categories make it confusing to understand what the main takeaways are.  Although, the chart is labeled the layout is dense. ",4,"The graph is well made, but the caption can be more straight to the point. ",3.0,The caption is too large,3.0,"The caption does not fully interpret the trends in the chart, though it explains about the labels and wordings used and their relations, there is no clear explanation provided"
950.0,1,"Too many graphs, graph is blurry, low resolution. Multiple bar plots and scenarios add to the complexity.",1,"The caption is good, but the graphs are very hard to read, especially the smaller ones. ",2.0,Seems cluttered to me,3.0,Difficult to read labels in chart
1068.0,1,"Too much information is provided in the chart, even though there is a legend, multiple data points and symbols make it difficult to interpret.",1,"The caption doesn't explain the trend, and the graph is very hard to read with the many labels intersecting each other. Even the graph key is hard to read. ",1.0,very cluttered,1.0,Many labels confusing
1087.0,1,"While the caption explains the context, the graph itself is very complex with multiple overlapping lines representing different time periods. The error bars also makes it more difficult to grasp the main takeaway.",4,"The trend is visible on the graph, but its a little hard to to tell the numbers corresponding to the labels. ",4.0,The main takeaway is missing,1.0,"The caption tells about annual average of the global mean sea level, but in the chart all the months inside an year is mentioned"
1146.0,1,"This visualization consists of 6 bar graphs, broken down into different regions and aerosols. The caption is detailed however the overall layout is cluttered with many bars, colors codes and error bars. The dense information make it difficult to quickly understand takeaway. ",4,"Both are pretty easy to understand, but the graphs could be bigger. ",3.0,takes time but interpretable,4.0,Easy to understand
1177.0,1,The graph includes multiple lines representing the different region but the scale bar and the lines all over the graph makes it hard to understand the visualization. ,1,"The caption can better describe the context, and the graph arrangement is hard to read, and it has no structure.",4.0,A common trend is observed in the chart. The caption does not expand on observed trend. Caption does not mention the causal effect.,2.0,"The caption does not state any trends in the chart, and no clear takeaways"
1178.0,1,"While the caption provides detailed context, the graph has too many lines that overlap which makes it difficult to graph the main trends. ",2,"The caption can better explain the trend, and the graph lines are hard to read, especially since the blue and green intersect a lot. ",4.0,Understandable,3.0,"The caption explained the elements used inside the chart like the process of calculations, but takeaway are not clearly mentioned"
1192.0,1,"While the caption provides details context, the graph includes multiple lines and double axes and complex data sources make it very confusing. ",5,Both are easy to interpret.,2.0,The main takeaway and an explanation is missing,3.0,"The caption mentioned about the terms in graph like N, N bar but the obvious trend is not explained"
1205.0,1,"The chart includes multiple overlapping lines representing different regions and uses both double x-axis and y-axis scales, adding to the complexity. The 4 charts make it hard to understanding the main trends. While the caption provides detailed context about the different location and data sources, but the overall layout makes it very confusing to interpret the main takeaway.",2,"The caption is okay, but the graph is very hard to read with the lines intersecting that much. ",3.0,A bit cluttered,3.0,"The caption provide some trends in the charts, but often refers to other charts or tables for more information"
1232.0,1,"There are 4 different panels with different scenarios and models, which adds complexity. Each panel contains multiple lines representing different models and further makes it complex. While the caption provides context, it is too long to read. ",1,"The caption is good, but the graphs are very hard to read with the intersecting labels, especially the bottom two. ",2.0,"The visualization is a bit cluttered, and the caption does not talk about the downward trends and does not explain it.",5.0,clear takeaway
1246.0,1,Multiple categories and visual elements with various lines makes it confusing. This visualization requires a lot of effort to interpret the main takeaway.,1,"The caption can better explain the trend, and the graph structure is very hard to understand.",4.0,interpretable,2.0,"The caption does not state any trends in the chart, and no clear takeaways"
1294.0,1,"The caption is too long, and the graph has multiple elements that represent with vertical bars with various colors lines and symbols, making it hard to read. The caption is too detailed, but it takes time to interpret the information. Furthermore, the compares multiple models which requires careful interpretation. ",1,"The caption can explain the trend better, and the graph is very hard to read with all the different symbols and lines close together.",2.0,CLuttered and large caption,4.0,Easy to compare categories
1326.0,1,"Too much information is provided in 1 graph. If possible, it would be helpful to see 4 different graphs to help understand the information better. The image is very blurry so it's hard to read .",1,"The caption is good, but the graphs are completely unreadable. None of the labels and points can be seen clearly.",1.0,The visualization seems hard to interpret,2.0,Difficult to read labels in the chart
1576.0,1,"I cannot see the symbols as it is overlapped and are also cluttered. The chart has 4 graphs with different information presented in each, making it difficult to interpret them easily. The multiple components make it difficult to find it's distinctions between the time and reconstructions. ",1,"The caption can be more straight-forward, and the graphs are unreadable with all the symbols and colors intersecting. ",2.0,The charts seem a bit cluttered with large captions,2.0,Caption have too many citations lost while reading caption and also many visual elements present
1751.0,1,There are different colored triangles shown in one of the graphs is confusing. Making a comparison between the two graphs is confusing.  Multiple elements and detailed context make it confusing to understand.,4,"The caption is good, but the graph points/lines are hard to differentiate.",2.0,"The visualization is cluttered. Also, the caption does not describe small upward trend and does not compare the two figures.",2.0,The labels are not clearly mentioned in charts
1821.0,1,"There are multiple panels in this visualization, it is hard to tell what each colors mean. Too much information to process so cannot find a main clear takeaway.",2,"The caption can be improved to explain the context and trend better, and the various graph symbols and colors are hard to interpret, especially since they are small and clustered.",4.0,Interpretable,4.0,"The inclusion of reference line increases the interpretation. However, the chart uses several technical terms and may require extra effort to understand, and it does not provide clear takeaway"
1946.0,1,"There are multiple lines that overlap, and there are variations of lines (dashed, dotted, straight) which is difficult to see. The caption is long and although it is informative, it can be confusing to understand. Trying to get a main takeaway can be hard. ",4,"The caption is good, but the graph lines are very clustered and hard to read.",2.0,"The overall trend is easily noticeable, but the caption is unnecessarily large",3.0,"The chart is visually dense, with overlapping lines and there are many abbreviations. The caption is comprehensive and provides detailed methodology, but it is lengthy and does not summarize key takeaway"
1953.0,1,"The various data points for different models and the alternate observational datasets adds to the complexity of chart. While the caption is concise and informative, understanding the data points and different variables can be overwhelming. ",4,"The caption is okay, but the graph points are hard to read.",5.0,Easily interpretable,2.0,"The chart is visually cluttered, with overlapping points and numbers. The radial axis does require some more indepth understanding. And caption is lengthy and does not summarize takeaway"
1963.0,1,"There are six scatter plots divided into two panels, showing different relationships between observed vs model values. This adds complexity to the chart, making it difficult to interpret the data. The chart also uses dashed lines which make it hard to understand what the main takeaway is.",4,"The caption is good, but the graph should also have a key for the different lines.",2.0,The caption does not include the main takeaway and the comparison between the data of different plots (how the trends from different plot correlate),3.0,The chart is visually dense and also there is some logarithamic axis which is getting covered by data points. Caption does not summarize takeaway clearly.
2007.0,1,Too many pixelated colors on each panel makes it very difficult to understand the main takeaway. It is also somewhat blurry. ,5,Both are pretty understandable.,2.0,"Seems cluttered, and large caption",2.0,"The range in the color scale are different, which is confusing when looking together"
2008.0,1,"The chart contains a lot of information in one visualization, which can be overwhelming. The color scale also makes it difficult to quickly graph the importance of variations shown in the charts. ",4,"The data on the graph is overlaps a lot, so it is a little hard to read, and the caption is good.",4.0,Interpretable,5.0,Caption summarize trends in charts
2052.0,1,"The chart is very blurry, and it is hard to interpret anything
",1,"The caption doesn't explain the context or trend. The graph is very blurry, the data overlaps a lot, and the entire graph is very hard to read.",3.0,The caption should be more informative.,2.0,labels are not clear
2074.0,2,"multiple panels would have made it easier to read the chart, stacking charts with different labels for y-axis makes it difficult to read. Individual components of the chart are easy to read. A lot of information is encoded in the chart making it overwhelming to look at. Caption does not give the necessary context. Takeaway message is not clearly mentioned in the caption.",3,"multiple panels would have made it easier to read the chart, stacking charts with different labels for y-axis makes it difficult to read. Individual components of the chart are easy to read. A lot of information is encoded in the chart making it overwhelming to look at. Caption does not give the necessary context. Takeaway message is not clearly mentioned in the caption.",2.0,New color is added without any indication of what it presents,1.0,addition to my previous comment they is no clear takeaway message
2103.0,2,"chart shows different attributes in a shared y-axis. Chart would be easire to read if it was divided into multiple panels. Legend required to understand chart components in not available in the chart. Use of dual axis makes it more confusing to read the charts. The caption does not clarify what chart components represent. Caption does not clearly state the takeaway message, does not expalin the observed pattern. definition of shaded region in the caption helps understand the chart but does not give a clear idea of the intent.",1,"chart shows different attributes in a shared y-axis. Chart would be easire to read if it was divided into multiple panels. Legend required to understand chart components in not available in the chart. Use of dual axis makes it more confusing to read the charts. The caption does not clarify what chart components represent. Caption does not clearly state the takeaway message, does not expalin the observed pattern. definition of shaded region in the caption helps understand the chart but does not give a clear idea of the intent.",2.0,"The caption should talk about the trends, compare them and explain the reason behind the trends.",1.0,"addition to my previous response, the left part gives the difference from the years, but not clear about the representation on the right side"
2138.0,2,Caption mentions source of the but is not a valuable information. Use of different encoding techniques to represent data in the chart makes it difficult to understand what each point shows.,2,Caption mentions source of the but is not a valuable information. Use of different encoding techniques to represent data in the chart makes it difficult to understand what each point shows.,2.0,Visualization is cluttered,3.0,There is no takeaway message mentioned in the caption or can be interpreted from the chart on which category is more suitable and stable.
2141.0,3,"clutter in the chart is overwhelming. Shared axis show use the same scale and unit making it easy to read the chart. since color and spatial regions are used to encode an attribute, it is easy to read the chart even if a legend for color usage is not provided. Caption clearly states the takeaway message and summarizes the observed patterns in the graph making it highly interpretable.",4,"clutter in the chart is overwhelming. Shared axis show use the same scale and unit making it easy to read the chart. since color and spatial regions are used to encode an attribute, it is easy to read the chart even if a legend for color usage is not provided. Caption clearly states the takeaway message and summarizes the observed patterns in the graph making it highly interpretable.",4.0,Interpretable,2.0,"Though the caption does mention some trends, but there are no clear comparison or takeaway message which can be drawn from chart and caption"
2348.0,3,"caption describes what is shown in the chart which is not useful -- caption should add more information to the visualization instead of being an extension to the chart. Althought the chart looks cluttered, trend is clearly visible in the chart leading to an easily interpretable takeaway message. The chart uses inconsistent y-axis so the observed increase rate is not reliable. ",2,"caption describes what is shown in the chart which is not useful -- caption should add more information to the visualization instead of being an extension to the chart. Althought the chart looks cluttered, trend is clearly visible in the chart leading to an easily interpretable takeaway message. The chart uses inconsistent y-axis so the observed increase rate is not reliable. ",1.0,The caption does not talk about the trends and how they correlate.,3.0,Caption does not summarize the clear takeaway message
2354.0,4,Caption clearly concludes the takeaway message. The clutter in the chart is ovewhelming.,4,Caption clearly concludes the takeaway message. The clutter in the chart is ovewhelming.,1.0,The caption missed the gist and did not talk about the discrepancy in the comparison of the trends seen between the two plots.,3.0,"The caption does provide methodology, but does not explain the takeaway message. And also the chart is having many overlapping lines"
2251.0,1,Caption provides important information but chart legend is repeated in the caption which is distracting. Restructuring the chart to highlight takeway message would make it easier to interpret. Trend is easy to read in the chart but multiple axes with different ticks makes the observed trend unreliable.,1,Caption provides important information but chart legend is repeated in the caption which is distracting. Restructuring the chart to highlight takeway message would make it easier to interpret. Trend is easy to read in the chart but multiple axes with different ticks makes the observed trend unreliable.,2.0,"Caption should mention the overall trends of different plots, should include how they correlate.",3.0,"The are many charts with overlapping lines hard to track across many charts, and caption is lengthy and does not provide takeaway message"
149.0,1,legend for colors used in the chart are not defined. Axes used in the chart are nod labeled. The chart is annotated but the context required to understand the annotations are not given in the caption. Difficult to connect caption to the chart.,2,legend for colors used in the chart are not defined. Axes used in the chart are nod labeled. The chart is annotated but the context required to understand the annotations are not given in the caption. Difficult to connect caption to the chart.,3.0,The visualization seems cluttered and the caption does not provide enough information,2.0,The slanted lines and clustering of points make it hard to follow trends or get clear takeaway. The caption provide some summary but does not summarize the main takeaway
152.0,1,chart is exteremely cluttered and lack proper labels. Goal of the visualization is unclear and is not mentioned in the caption. The caption also does not summarize the takeaway message. Caption does not provide context necessary to understand the chart.,1,chart is exteremely cluttered and lack proper labels. Goal of the visualization is unclear and is not mentioned in the caption. The caption also does not summarize the takeaway message. Caption does not provide context necessary to understand the chart.,3.0,"The visualization is cluttered, and also the caption is a bit lengthy.",2.0,"The visualization contains many overlapping lines, making it difficult to identify trends. It is visually cluttered. Caption provides context and explains what is being compared, but it doesn't summarize the takeaway."
188.0,2,caption does not explain the trend so the takeaway message is not clear. Caption does not provide anay context necessary to understand the chart.,3,caption does not explain the trend so the takeaway message is not clear. Caption does not provide anay context necessary to understand the chart.,3.0,"No explanation of the trend is provided, which is needed to interpret the chart.",2.0,"There are many labels mentioned in the chart, and also shown inside the visualization, but it is confusing because the are no proper starting line or only a single point. Caption provides some context about the data sources and a note about an outlier, but there is no clear summary of main trends."
196.0,4,Components of the chart are clearly labeled and well annotated. Caption summarizes the visualization. Caption expands on the visualization components.,4,Components of the chart are clearly labeled and well annotated. Caption summarizes the visualization. Caption expands on the visualization components.,3.0,caption does not explain trends. caption does not include takeaway message from the observed trends,4.0,"The bar chart clearly explains the change in trends using the color-coded segments and triangle to indicate total change. However, caption is dense and uses technical terms, which is making to read the caption again or taking more effort to read them. The takeaway requires some re-readings."
290.0,4,caption is detailed and explains labels of the chart and data used to create the visualization. Caption guides in reading the chart which helps in getting the takeaway message. Use of grid in the 3D chart makes it easy to read. The chart has prominent patterns but takeaway message is not clear.,4,caption is detailed and explains labels of the chart and data used to create the visualization. Caption guides in reading the chart which helps in getting the takeaway message. Use of grid in the 3D chart makes it easy to read. The chart has prominent patterns but takeaway message is not clear.,3.0,"The chart is precise and clear, but the caption is too large.",2.0,I am not able to compare between the bars and it is difficult to compare categories
650.0,5,Pattern of trend in chart is easy to understand. Caption helps in understanding annotations used in the chart. Caption clearly states the takeaway message and provides required context to read the cahrt.,5,Pattern of trend in chart is easy to understand. Caption helps in understanding annotations used in the chart. Caption clearly states the takeaway message and provides required context to read the cahrt.,5.0,easy to interpret,2.0,The caption does not fully represent the chart and also little unclear about B2 scenarios.
765.0,2,Caption describe the chart and helps to grasp low level messages. Caption does not provide any context or takeaway message. Caption does not describe observed patterns. Chart does not include legend for encodings.,2,Caption describe the chart and helps to grasp low level messages. Caption does not provide any context or takeaway message. Caption does not describe observed patterns. Chart does not include legend for encodings.,4.0,caption is too large,3.0,"The caption provides the context of the labels and its uses, but not clearly explaining the comparison between the categories"
859.0,3,The axes title are descriptive in the chartwhich helps in understanding the pattern and overall takeaway message. Caption does not add any value.,4,The axes title are descriptive in the chartwhich helps in understanding the pattern and overall takeaway message. Caption does not add any value.,4.0,Caption does not elaborate on abberviations used in the chart,4.0,Easy to compare
882.0,4,"Caption summarizes the message shown in the chart however, domain knowledge is required to get a clear takeaway message. Chart is easy to read and low level message is easy to grasp",3,"Caption summarizes the message shown in the chart however, domain knowledge is required to get a clear takeaway message. Chart is easy to read and low level message is easy to grasp",2.0,"The caption does not explain the visualization, nor it mention the main takeaway.",5.0,clear takeaway
547.0,3,title of subplots in the visualization are included in the caption. Chart does not have legend of the colors used. caption does not provide sufficient context of the chart.,2,title of subplots in the visualization are included in the caption. Chart does not have legend of the colors used. caption does not provide sufficient context of the chart.,3.0,The main takeaway is missing in the caption. It should talk about the comparison among the vehicle types.,3.0,Difficult to read labels
292.0,2,Patterns in the chart are prominent but a takeaway message is unclear. Chart does not have axes labels.,3,Patterns in the chart are prominent but a takeaway message is unclear. Chart does not have axes labels.,3.0,The main takeaway is missing. More detailed caption would be helpful,1.0,"The chart mentions some dots in the charts which is not clearly explained in the caption, and no clear takeaway"
413.0,2,caption only describes the chart. chart does not include legend for colors used. Low level message is easy to grasp from the chart. Key takeaway of the visualization is not mentioned in the caption.,2,caption only describes the chart. chart does not include legend for colors used. Low level message is easy to grasp from the chart. Key takeaway of the visualization is not mentioned in the caption.,2.0,Caption on reiterates the visualization in detail which is not helpful in getting an overall understanding.,1.0,"Both caption and chart is not useful to interpret the trend and also labels are missing in chart, and caption does not provide a takeaway"
442.0,2,Marks in the chart overlap causing visual clutter. Abberviations used in the chart are unclear. Caption does not describe the visualization. Cption does not prodive context of the data. Multiple plots are placed close to each other in the chart. legend for multiple symbols used in the chart are not given.,1,Marks in the chart overlap causing visual clutter. Abberviations used in the chart are unclear. Caption does not describe the visualization. Cption does not prodive context of the data. Multiple plots are placed close to each other in the chart. legend for multiple symbols used in the chart are not given.,2.0,"The visualization indicates a lot of information, but explanation/context/legend is not given",3.0,Difficult to read labels
2018.0,4,"the chart has difficult to see axes labels but trend show easy takeaway. Chart does not have legend for colors used. Multiple graphs used but relation between them is not clear. 
Caption has data source which isn’t important. Caption describes trend which adds to length which is distracting. Caption provides context but doesn’t have enough information. Caption does not indicate the takeaway message.",3,"the chart has difficult to see axes labels but trend show easy takeaway. Chart does not have legend for colors used. Multiple graphs used but relation between them is not clear. 
Caption has data source which isn’t important. Caption describes trend which adds to length which is distracting. Caption provides context but doesn’t have enough information. Caption does not indicate the takeaway message.",3.0,The caption describe the trends for the plots individually but does not compare the plots or explain the reason behind the trends.,3.0,"The caption explains about the trends hidden in brackets with just one wording, but not explaining the high level takeaway using all the charts. And also the labels are not clearly mentioned"
2025.0,2,"multiple graphs in one view are difficult to read. Visual clutter makes it difficult to read the chart. The visualization is complex and difficult to understand.
Caption describes chart components. Caption does not describe the trend or takeaway is needed. Caption has reference to the context but inline summary of context would be useful.",1,"multiple graphs in one view are difficult to read. Visual clutter makes it difficult to read the chart. The visualization is complex and difficult to understand.
Caption describes chart components. Caption does not describe the trend or takeaway is needed. Caption has reference to the context but inline summary of context would be useful.",2.0,"The caption should talk about the discrepency in the correlation of interquirtile range and max-min range, also the overall trend and the comparison between the trends.",2.0,"The chart seems to be cluttered, and also no clear trend mentioned in the caption. Caption contains explanation of terms used like box plot, and what lines are drawn for but no clear takeaway"
2060.0,4,Caption describes the visualization. Caption does not explain the trend. Lack of domain knowledge makes it difficult to read the chart. Key takeaway is not clear looking at both. Shared x-axis in the chart helps to compare the different data attributes plotted in the chart.,5,Caption describes the visualization. Caption does not explain the trend. Lack of domain knowledge makes it difficult to read the chart. Key takeaway is not clear looking at both. Shared x-axis in the chart helps to compare the different data attributes plotted in the chart.,1.0,"The caption does not explain the table, which make it tough to interpret",3.0,Caption doesn't seem to mention about the comparison between the bars and also what to infer from the charts
2064.0,2,The chart is cluttered. Details about the source of the data in the caption is distracting. Caption defines the components used in the visualization. Caption does not mention the key takeaway and or summarize the trend. Caption is difficult to understand. Some claims made in the caption cannot be observed in the chart.,2,The chart is cluttered. Details about the source of the data in the caption is distracting. Caption defines the components used in the visualization. Caption does not mention the key takeaway and or summarize the trend. Caption is difficult to understand. Some claims made in the caption cannot be observed in the chart.,1.0,Cluttered and hard to interpret,4.0,Both caption and chart are useful
2117.0,3,Caption contains context required to understand the visualization. Caption explain the chart well. Caption does not mention the key takeaway message. Use of 3D visualization in the chart makes it difficult to extract values in the z-axis. The chart gives an idea of the key takeaway message.,4,Caption contains context required to understand the visualization. Caption explain the chart well. Caption does not mention the key takeaway message. Use of 3D visualization in the chart makes it difficult to extract values in the z-axis. The chart gives an idea of the key takeaway message.,3.0,axis indices of the 3D visualization is a bit confused,1.0,"The chart is 3D which is difficult to get the exact comparison between the years, and caption mentions some terms and time-series chart, but no clear takeaway"
