reason_id,image_id,rating,reason,usefulness,feature,caption
538,2018,4,Caption has data source which isn’t important Caption describes trend which adds to length which is distracting Caption provides context but doesn’t have enough information. Caption does not indicate the takeaway message,not_useful,"""Missing or Unclear Takeaway Message""","Figure 1.1: This image shows observations globally from nine different variables that are key indicators of a warming 
climate. The indicators (listed below) all show long-term trends that are consistent with global warming. In parentheses 
are the number of datasets shown in each graph, the length of time covered by the combined datasets and their anomaly 
reference period (where applicable), and the direction of the trend: land surface air temperature (4 datasets, 1850-2016 
relative to 1976-2005, increase); sea surface temperature (3 datasets, 1850-2016 relative to 1976-2005, increase); 
sea level (4 datasets, 1880-2014 relative to 1996-2005, increase); tropospheric temperature (5 datasets, 1958-2016 
relative to 1981-2005, increase); ocean heat content, upper 700m (5 datasets, 1950-2016 relative to 1996-2005, in-
crease); specific humidity (4 datasets, 1973-2016 relative to 1980-2003, increase); Northern Hemisphere snow cover, 
March-April and annual (1 dataset, 1967-2016 relative to 1976-2005, decrease); arctic sea ice extent, September and 
annual (1 dataset, 1979-2016, decrease); glacier cumulative mass balance (1 dataset, 1980-2016, decrease). More 
information on the datasets can be found in the accompanying metadata. (Figure source: NOAA NCEI and CICS-NC, 
updated from Melillo et al. 2014;144 Blunden and Arndt 201615)."
544,2060,4,Caption describes the visualization. Caption does not explain the trend,not_useful,Observed Pattern Not Explained,"Figure 9.4: Intercomparison statistics for seasonal and annual (a) temperature and (b) precipitation changes in nineteen CMIP2 experiments at the
doubling of CO2 (years 61 to 80). The total length of the bars shows the mean squared amplitude of the simulated local temperature and precipita-
tion changes averaged over all experiments and over the whole world. The lowermost part of each bar represents a nominally unbiased 'common
signal', the mid-part directly model-related variance and the top part the inter-experiment variance attributed to internal variability. Precipitation
changes are defined as 100% x (PG
the global statistics to areas with very little control run precipitation."
547,2064,2,Details about the source of the data in the caption is distracting Caption does not mention the key takeaway Caption is difficult to understand. Caption defines the components used in the visualization Some claims made in the caption cannot be observed in the chart,not_useful,Insufficient or Unclear Description,"Figure 6.1. (Top) Atmospheric CO2 and continental glaciation 400 Ma to present. Vertical blue bars mark the timing and palaeolatitudinal extent of ice sheets (after Crowley, 
1998). Plotted CO2 records represent fi ve-point running averages from each of the four major proxies (see Royer, 2006 for details of compilation). Also plotted are the plausible 
ranges of CO2 from the geochemical carbon cycle model GEOCARB III (Berner and Kothavala, 2001). All data have been adjusted to the Gradstein et al. (2004) time scale. 
(Middle) Global compilation of deep-sea benthic foraminifera 18O isotope records from 40 Deep Sea Drilling Program and Ocean Drilling Program sites (Zachos et al., 2001) 
updated with high-resolution records for the Eocene through Miocene interval (Billups et al., 2002; Bohaty and Zachos, 2003; Lear et al., 2004). Most data were derived from 
analyses of two common and long-lived benthic taxa, Cibicidoides and Nuttallides. To correct for genus-specifi c isotope vital effects, the 18O values were adjusted by +0.64 and 
+0.4 (Shackleton et al., 1984), respectively. The ages are relative to the geomagnetic polarity time scale of Berggren et al. (1995). The raw data were smoothed using a fi ve-
point running mean, and curve-fi tted with a locally weighted mean. The 18O temperature values assume an ice-free ocean (-1.0%0 Standard Mean Ocean Water), and thus only 
apply to the time preceding large-scale antarctic glaciation (~35 Ma). After the early Oligocene much of the variability (~70%) in the 18O record refl ects changes in antarctic and 
Northern Hemisphere ice volume, which is represented by light blue horizontal bars (e.g., Hambrey et al., 1991; Wise et al., 1991; Ehrmann and Mackensen, 1992). Where the 
bars are dashed, they represent periods of ephemeral ice or ice sheets smaller than present, while the solid bars represent ice sheets of modern or greater size. The evolution 
and stability of the West Antarctic Ice Sheet (e.g., Lemasurier and Rocchi, 2005) remains an important area of uncertainty that could affect estimates of future sea level rise. 
(Bottom) Detailed record of CO2 for the last 65 Myr. Individual records of CO2 and associated errors are colour-coded by proxy method; when possible, records are based on 
replicate samples (see Royer, 2006 for details and data references). Dating errors are typically less than +-1 Myr. The range of error for each CO2 proxy varies considerably, with 
estimates based on soil nodules yielding the greatest uncertainty. Also plotted are the plausible ranges of CO2 from three geochemical carbon cycle models."
560,2293,3,The caption summarizes the visualization. Caption includes references to the data source which is not helpful.,not_useful,Insufficient or Unclear Description,"Figure 9.6: (a) The time evolution of the globally averaged temperature change relative to the years (1961 to 1990) of the SRES simulations A2
(top) and B2 (bottom) (Unit: degC). See Table 9.1 for more information on the individual models used here. (b) The time evolution of the globally
averaged precipitation change relative to the years (1961 to 1990) of the SRES simulations A2 (top) and B2 (bottom) (Unit: %). See Table 9.1 for
more information on the individual models used here."
562,2364,2,Caption is wordy and uses a lot os domain specific technical terms references. Caption does not explain the abberviations used in the chart Caption does not contain useful message,not_useful,"""Missing or Unclear Takeaway Message""","Figure 3.7: Global cropland (a), forest land (b) and grassland (c) projections.
Notes: shaded areas indicate SRES scenario ranges, post-SRES scenarios 
denoted with solid lines. IMAGE-EMF21 = Van Vuuren et al. (2006a) scenario 
from EMF-21 Study; IMAGE-MA-xx = Millennium Ecosystem Assessment 
(Carpenter et al., 2005) scenarios from the IMAGE model for four storylines 
(GO = Global Orchestration, OS = Order from Strength, AM = Adapting Mosaic, 
TG = TechnoGarden); AgLU-x.x% = Sands and Leimbach (2003) scenarios with 
x.x% annual growth in crop yield; GTM-2003 = Sohngen and Mendelsohn (2003) 
global forest scenario; GTM-EMF21 = Sohngen and Sedjo (2006) global forest 
scenario from EMF-21 Study; GCOMAP-EMF21 = Sathaye et al. (2006) global 
forest scenario from EMF-21 Study; GRAPE-EMF21 = Kurosawa (2006) scenario 
from EMF-21 Study."
566,869,3,The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message.,not_useful,"""Missing or Unclear Takeaway Message""","Figure 8.14: Annual mean tropical cooling at the last glacial maximum: comparison between model results and palaeo-data. (Centre panel)
simulated surface air temperature changes over land are displayed as a function of surface temperature changes over the oceans, both averaged in
the 30degS to 30degN latitudinal band, for all the PMIP simulations: models with prescribed CLIMAP SSTs (circles) and coupled atmosphere-mixed
layer ocean models (squares) (from Pinot et al., 1999). Numbers refer to different models: circles, 1: LMD4, 2-5: MRI2, ECHAM3, UGAMP,
LMD5 (higher resolution), 6-7: CCSR/NIES1, LMD5, 8: GEN2. Squares : 1: LMD4,2: UGAMP, 3: GEN2, 4: GFDL, 5: HADAM2, 6: MRI2, 7:
CCM1, 8: CCC2 (names refer to Tables 8.1 and 8.5). Results from two EMIC models including a dynamical ocean model have also been
displayed (diamonds): 1-UVIC (Weaver et al., 1998), 2-CLIMBER-2 (Petoukhov et al., 2000). 
The comparison with palaeo-data: (upper panel) over land is with estimates from various pollen data for altitudes below 1,500m (the label 'nb
data' refers to the number of data points in three different regions corresponding to the temperature change estimate plotted in the abscissa) from
(Farrera, et al., 1999); (right panel) the distribution of SST changes estimated from alkenones in the tropics from the Sea Surface Temperature
Evolution Mapping Project based on Alkenone Stratigraphy (TEMPUS) (Rosell-Mele, et al., 1998) (nb data: same as upper panel, number of data
points for each temperature change). Caution: in this figure, model results are averaged over the whole tropical domain and not over proxy-data
locations, which may bias the comparison (e.g., Broccoli and Marciniak, 1996). For example, for the pollen data, extreme values are obtained for
specific regions: weakest values over the Indonesia-Pacific region and coldest values over South America. "
577,1503,4,Caption provides domain knowledge by explaining the meaning of axes labels. The length of the caption creates confusion the caption,not_useful,Insufficient or Unclear Description,"Figure 8.5: Components of space-time errors of surface air tempera-
ture (climatological annual cycle) simulated by CMIP2 model control
runs. Shown are the total errors, the global and annual mean error
('bias'), the total r.m.s ('pattern') error, and the following components
of the climatological r.m.s. error: zonal and annual mean
('clim.zm.am'); annual mean deviations from the zonal mean
('clim.zm.am.dv'), seasonal cycle of the zonal mean ('clim.zm.sc');
and seasonal cycle of deviations from the zonal mean
('clim.zm.sc.dv'). For each component, errors are normalised by the
component's observed standard deviation. The two left-most columns
represent alternate observationally based data sets, ECMWF and
NCAR/NCEP reanalyses, compared with the baseline observations
(Jones et al., 1999). Remaining columns give model results: the ten
models to the left of the second thick vertical line are flux adjusted and
the six models to the right are not. From Covey et al. (2000b)."
586,2211,2,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message,not_useful,Missing or Unclear Takeaway Message,"Figure 10.3. Comparison of shortwave and longwave instantaneous radiative 
forcings and fl ux changes computed from AOGCMs and line-by-line (LBL) radiative 
transfer codes (W.D. Collins et al., 2006). (a) Instantaneous forcing from doubling 
atmospheric CO2 from its concentration in 1860; b) changes in radiative fl uxes 
caused by the 20% increase in water vapour expected in the climate produced from 
doubling atmospheric CO2. The forcings and fl ux changes are computed for clear-
sky conditions in mid-latitude summer and do not include effects of stratospheric 
adjustment. No other well-mixed greenhouse gases are included. The minimum-
to-maximum range and median are plotted for fi ve representative LBL codes. The 
AOGCM results are plotted with box-and-whisker diagrams (see caption for Figure 
10.2) representing percentiles of forcings from 20 models in the AR4 multi-model 
ensemble. The AOGCMs included are BCCR-BCM2.0, CCSM3, CGCM3.1(T47 
and T63), CNRM-CM3, ECHAM5/MPI-OM, ECHO-G, FGOALS-g1.0, GFDL-CM2.0, 
GFDL-CM2.1, GISS-EH, GISS-ER, INM-CM3.0, IPSL-CM4, MIROC3.2 (medium and 
high resolution), MRI-CGCM2.3.2, PCM, UKMO-HadCM3, and UKMO-HadGEM1 (see 
Table 8.1 for model details). The LBL codes are the Geophysical Fluid Dynamics 
Laboratory (GFDL) LBL, the Goddard Institute for Space Studies (GISS) LBL3, the 
National Center for Atmospheric Research (NCAR)/Imperial College of Science, 
Technology and Medicine (ICSTM) general LBL GENLN2, the National Aeronautics and 
Space Administration (NASA) Langley Research Center MRTA and the University of 
Reading Reference Forward Model (RFM)."
595,1949,2,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart",not_useful,"""Observed Pattern Not Explained""","Figure 4.5. Time series of freeze-up and breakup dates from several northern lakes and rivers (reprinted with permission from Magnuson et al., 2000, copyright AAAS). Dates 
have been smoothed with a 10-year moving average. See the cited publication for locations and other details. "
609,196,3,caption does not explain trends. caption does not include takeaway message from the observed trends,not_useful,Observed Pattern Not Explained,"Figure 1.8 | Decomposition of the change in total annual carbon dioxide (CO2) emissions from fossil fuel combustion by decade and four driving factors: population, income (gross 
domestic product, GDP) per capita, energy intensity of GDP and carbon intensity of energy. The bar segments show the changes associated with each individual factor, holding the 
respective other factors constant. Total emission changes are indicated by a triangle. The change in emissions over each decade is measured in gigatonnes of CO2 per year (GtCO2/yr); 
income is converted into common units, using purchasing power parities. {WGIII SPM.3}"
613,236,2,"The caption is too lengthy, ",not_useful,"""Detailed but Overloaded with Information""","Figure 10.29. Projections and uncertainties for global mean temperature increase in 2090 to 2099 (relative to the 1980 to 1999 average) for the six SRES marker scenarios. 
The AOGCM means and the uncertainty ranges of the mean -40% to +60% are shown as black horizontal solid lines and grey bars, respectively. For comparison, results are 
shown for the individual models (red dots) of the multi-model AOGCM ensemble for B1, A1B and A2, with a mean and 5 to 95% range (red line and circle) from a fi tted normal 
distribution. The AOGCM mean estimates for B2, A1T and A1FI (red triangles) are obtained by scaling the A1B AOGCM mean with ratios obtained from the SCM (see text). The 
mean (light green circle) and one standard deviation (light green square) of the MAGICC SCM tuned to all AOGCMs (representing the physics uncertainty) are shown for standard 
carbon cycle settings, as well as for a slow and fast carbon cycle assumption (light green stars). Similarly, results from the BERN2.5CC EMIC are shown for standard carbon 
cycle settings and for climate sensitivities of 3.2degC (AOGCM average, dark green circle), 1.5degC and 4.5degC (dark green squares). High climate sensitivity/low carbon cycle and 
low climate sensitivity/high carbon cycle combinations are shown as dark green stars. The 5 to 95% ranges (vertical lines) and medians (circles) are shown from probabilistic 
methods (Wigley and Raper, 2001; Stott and Kettleborough, 2002; Knutti et al., 2003; Furrer et al., 2007; Harris et al., 2006; Stott et al., 2006b). Individual model results are 
shown for the C4MIP models (blue crosses, see Figure 10.20). "
641,614,3,The caption is also too large,not_useful,Insufficient or Unclear Description,"Figure 4.4. Compendium of projected risks due to critical climate change impacts on ecosystems for different levels of global mean annual
temperature rise,
T, relative to pre-industrial climate (approach and event numbers as used in Table 4.1 and Appendix 4.1). It is important to note
that these impacts do not take account of ancillary stresses on species due to over-harvesting, habitat destruction, landscape fragmentation, alien
species invasions, fire regime change, pollution (such as nitrogen deposition), or for plants the potentially beneficial effects of rising atmospheric
CO2. The red curve shows observed temperature anomalies for the period 1900-2005 (Brohan et al., 2006, see also Trenberth et al., 2007,
Figure 3.6). The two grey curves provide examples of the possible future evolution of temperature against time (Meehl et al., 2007, Figure 10.4),
providing examples of higher and lower trajectories for the future evolution of the expected value of
mean responses to (i) the A2 emissions scenario and (ii) an extended B1 scenario, where radiative forcing beyond the year 2100 was kept constant
to the 2100 value (all data from Meehl et al., 2007, Figure 10.4, see also Meehl et al., 2007, Section 10.7)."
647,676,3,caption is monotonous,not_useful,Insufficient or Unclear Description,figure 615 sulphate so4 2 concentrations in greenland bigler et al 2002 red line mieding 2005 blue and antarctic traufetter et al 2004 dash violet ice cores during the last millennium also shown are the estimated anthropogenic sulphur s emissions for the nh stern 2005 dashed black the ice core data have been smoothed with a 10year running median fi lter thereby removing the peaks of major volcanic eruptions the inset illustrates the infl uence of volcanic emissions over the last millennium and shows monthly sulphate data in ppm as measured green with identifi ed volcanic spikes removed black most recent volcanic events were not assigned nor removed and results from the 10year fi lter red bigler et al 2002 the records represent illustrative examples and can be infl uenced by local deposition events
650,754,2,The caption does not complement the chart. It should mention and explain the upward trends.,not_useful,Observed Pattern Not Explained,"Figure 3.4. (a) Annual anomalies of global SST (HadSST2; red bars and blue solid curve), 1850 to 2005, and global NMAT (HadMAT, green curve), 1856 to 2005, relative to 
the 1961 to 1990 mean (degC) from the UK Meteorological Offi ce (UKMO; Rayner et al., 2006). The smooth curves show decadal variations (see Appendix 3.A). The dashed black 
curve shows equivalent smoothed SST anomalies from the TAR. (b) Smoothed annual global SST anomalies, relative to 1961 to 1990 (degC), from HadSST2 (blue line, as in (a)), 
from NCDC (Smith et al., 2005; red line) and from COBE-SST (Ishii et al., 2005; green line). The latter two series begin later in the 19th century than HadSST2. (c,d) As in (a) but 
for the NH and SH showing only the UKMO series."
652,765,4,caption is too large,not_useful,Insufficient or Unclear Description,"Figure 4.1. Major ecosystems addressed in this report, with their
global areal extent (lower panel, Mkm2), transformed by land use in
yellow, untransformed in purple, from Hassan et al. (2005), except for
mediterranean-climate ecosystems, where transformation impact is
from Myers et al. (2000), and total carbon stores (upper panel, PgC) in
plant biomass (green), soil (brown), yedoma/permafrost (light blue). D =
deserts, G&S(tr) = tropical grasslands and savannas, G(te) = temperate
grasslands, ME = mediterranean ecosystems, F(tr) = tropical forests,
F(te) = temperate forests, F(b) = boreal forests, T = tundra, FW =
freshwater lakes and wetlands, C = croplands, O = oceans. Data are
from Sabine et al. (2004, Table 2.2, p. 23), except for carbon content of
yedoma permafrost and permafrost (light blue columns, left and right,
respectively, Zimov et al., 2006), ocean organic carbon content
(dissolved plus particulate organic; Denman et al., 2007, Section
7.3.4.1), and ocean surface area from Hassan et al. (2005, Summary,
Table C2, p. 15, inserted as a number). Figures here update the TAR
(Prentice et al., 2001), especially through considering soil C to 3 m
depth (Jobbagy and Jackson, 2000), as opposed to 1 m. Approximate
carbon content of the atmosphere (PgC) is indicated by the dotted
lines for last glacial maximum (LGM), pre-industrial (P-IND) and current
(about 2000)."
659,882,2,"The caption does not explain the visualization, nor it mention the main takeaway.",not_useful,Insufficient or Unclear Description,"Figure 3.16. Vertical weighting functions (grey) depicting the layers sampled by satellite MSU measurements and their derivatives, and used also for radiosonde and reanaly-
sis records. The right panel schematically depicts the variation in the tropopause (that separates the stratosphere and troposphere) from the tropics (left) to the high latitudes 
(right). The fourth panel depicts T4 in the lower stratosphere, the third panel shows T2, the second panel shows the troposphere as a combination of T2 and T4 (Fu et al., 2004a) 
and the fi rst panel shows T2LT from the UAH for the low troposphere. Adapted from Karl et al. (2006)."
666,994,3,Caption is too big,not_useful,"""Insufficient or Unclear Description""","Figure 13.7: Pattern correlations between the decadal ensemble mean
temperature (Northern Hemisphere only) from the HadCM2 experi-
ment forced with a 0.5%/yr increase in greenhouse gas concentrations
(Gd) and: the scaled ensemble mean pattern (solid line); the four
scaled individual ensemble member patterns - average coefficient
(dashed line); and the scaled ensemble mean pattern derived from the
HadCM2 experiment forced with a 1%/yr increase in greenhouse gas
concentrations (Ga) (dotted line). The correlations increase with time
as the pattern of greenhouse gas response (the 'signal') increasingly
dominates the random effects of internal climate variability (the
'noise'). The shaded area shows the spread of correlations between the
pairs of the individual members of the Gd ensemble; these correlations
are lower than those between the realised and scaled patterns above,
indicating that the scaled pattern is not due to internal climate
variability. (Source: Mitchell et al., 1999.)"
668,999,4,The caption is not helpful to interpret the visualization.,not_useful,Insufficient or Unclear Description,"Figure 10.4: The length of the growing season in the contiguous 48 states compared with a long-term average (1895-
2015), where 'growing season' is defined by a daily minimum temperature threshold of 41degF. For each year, the line 
represents the number of days shorter or longer than the long-term average. The line was smoothed using an 11-year 
moving average. Choosing a different long-term average for comparison would not change the shape of the data over 
time. (Figure source: Kunkel 20162)."
670,1011,1,The caption does not complement the chart and does not help to interpret it.,not_useful,Insufficient or Unclear Description,"Figure 7.14. Uncertainties in carbon cycle feedbacks estimated from analysis of the results from the C4MIP models. Each effect is given in terms of its impact on the mean 
airborne fraction over the simulation period (typically 1860 to 2100), with bars showing the uncertainty range based on the ranges of effective sensitivity parameters given in 
Tables 7.4 and 7.5. The lower three bars are the direct response to increasing atmospheric CO2 (see Section 7.3.5 for details), the middle four bars show the impacts of climate 
change on the carbon cycle, and the top black bar shows the range of climate-carbon cycle feedbacks given by the C4MIP models."
688,1232,2,caption does not explain the trend observed,not_useful,Observed Pattern Not Explained,"Figure 3.10: Projections of anthropogenic CO2 uptake by process-based models. Six dynamic global vegetation models were run with IS92a CO2
concentrations as given in the SAR: (a) CO2 only, and (b) with these CO2 concentrations plus simulated climate changes obtained from the Hadley
Centre climate model with CO2 and sulphate aerosol forcing from IS92a (Cramer et al., 2000). Panel (b) also shows the envelope of the results from
panel (a) (in grey). (c) Ten process-based ocean carbon models were run with the same CO2 concentrations, assuming a constant climate (Orr and
Dutay, 1999; Orr et al., 2000). A further six models were used to estimate the climate change impact on ocean CO2 uptake as a proportional change
from the CO2-only case. The resulting changes were imposed on the mean trajectory of the simulations shown in panel (c), shown by the black line
in panel (d), yielding the remaining trajectories in panel (d). The range of model results in panel (d) thus represents only the climate change impact
on CO2 uptake; the range does not include the range of representations of ocean physical transport, which is depicted in panel (c)."
703,1453,2,caption does not explain the observed trend,not_useful,Observed Pattern Not Explained,"Figure 2.2: The impacts of different technology assumptions on energy systems 
costs and emissions (cumulative 1990-2100, systems costs (undiscounted) in 
trillion US$) in no-climate policy baseline (reference) scenarios (based on the SRES 
A1 scenario family that share identical population and GDP growth assumptions) 
and in illustrative stabilization scenarios (750, 650, 550 and 450 ppm respectively). 
For comparison: the total cumulative (undiscounted) GDP of the scenarios is around 
30,000 trillion US$ over the 1990-2100 time period. "
713,1626,3,"Overall takeaway and explanation of the trend is missing in the caption, but it provides context for the visialization",not_useful,"""Missing or Unclear Takeaway Message""","Figure 7.3: Relationship between simulated global annually averaged
variation of net cloud radiative forcing at the top of the atmosphere
and precipitable water due to CO2 doubling produced in simulations
with different parametrizations of cloud related processes. Results are
from Colman and McAvaney (1995) denoted by triangles, Meleshko et
al. (2000) denoted by open circles, and Yao and Del Genio (1999)
denoted by diamonds."
721,1726,2,Do not provide information regarding the main takeaway,not_useful,Missing or Unclear Takeaway Message,"Figure 1.7 | Total anthropogenic greenhouse gas (GHG) emissions (gigatonne of CO2-
equivalent per year, GtCO2-eq/yr) from economic sectors in 2010. The circle shows the 
shares of direct GHG emissions (in % of total anthropogenic GHG emissions) from five 
economic sectors in 2010. The pull-out shows how shares of indirect CO2 emissions 
(in % of total anthropogenic GHG emissions) from electricity and heat production are 
attributed to sectors of final energy use. 'Other energy' refers to all GHG emission 
sources in the energy sector as defined in WGIII Annex II, other than electricity and 
heat production {WGIII Annex II.9.1}. The emission data on agriculture, forestry and 
other land use (AFOLU) includes land-based CO2 emissions from forest fires, peat fires 
and peat decay that approximate to net CO2 flux from the sub-sectors of forestry and 
other land use (FOLU) as described in Chapter 11 of the WGIII report. Emissions are 
converted into CO2-equivalents based on 100-year Global Warming Potential (GWP100), 
taken from the IPCC Second Assessment Report (SAR). Sector definitions are provided 
in WGIII Annex II.9. {WGIII Figure SPM.2}"
722,1748,3,caption does not describe the trend,not_useful,Insufficient or Unclear Description,"Figure 4.1: (a) Change in CH4 abundance (mole fraction, in ppb = 10-9) determined from ice cores, firn, and whole air samples plotted for the last
1,000 years. Data sets are as follows: Grip, Blunier et al. (1995) and Chappellaz et al. (1997); Eurocore, Blunier et al. (1993); D47, Chappellaz et
al. (1997); Siple, Stauffer et al. (1985); Global (inferred from Antarctic and Greenland ice cores, firn air, and modern measurements), Etheridge et
al. (1998) and Dlugokencky et al. (1998). Radiative forcing, approximated by a linear scale since the pre-industrial era, is plotted on the right axis. 
(b) Globally averaged CH4 (monthly varying) and deseasonalised CH4 (smooth line) abundance plotted for 1983 to 1999 (Dlugokencky et al.,
1998). (c) Instantaneous annual growth rate (ppb/yr) in global atmospheric CH4 abundance from 1983 through 1999 calculated as the derivative of
the deseasonalised trend curve above (Dlugokencky et al., 1998). Uncertainties (dotted lines) are +-1 standard deviation. (d) Comparison of
Greenland (GRIP) and Antarctic (D47 and Byrd) CH4 abundances for the past 11.5 kyr (Chappellaz et al., 1997). The shaded area is the pole-to-
pole difference where Antarctic data exist. (e) Atmospheric CH4 abundances (black triangles) and temperature anomalies with respect to mean
recent temperature (grey diamonds) determined for the past 420 kyr from an ice core drilled at Vostok Station in East Antarctica (Petit et al., 1999)."
722,1748,3,caption does not describe the trend,not_useful,Insufficient or Unclear Description,"Figure 11: (a) Change in CH4 abundance (mole fraction, in ppb = 10−9)
determined from ice cores, firn, and whole air samples plotted for the
last 1000 years. Radiative forcing, approximated by a linear scale since
the pre-industrial era, is plotted on the right axis. (b) Globally averaged
CH4 (monthly varying) and deseasonalised CH4 (smooth line)
abundance plotted for 1983 to 1999. (c) Instantaneous annual growth
rate (ppb/yr) in global atmospheric CH4 abundance from 1983 through
1999 calculated as the derivative of the deseasonalised trend curve
above. Uncertainties (dotted lines) are ±1 standard deviation. [Based
on Figure 4.1]"
738,1874,4,The caption is too big,not_useful,Insufficient or Unclear Description,"Figure 3.4: Partitioning of fossil fuel CO2 uptake using O2 measurements (Keeling and Shertz, 1992; Keeling et al., 1993; Battle et al., 1996,
2000; Bender et al., 1996; Keeling et al., 1996b; Manning, 2001). The graph shows the relationship between changes in CO2 (horizontal axis) and
O2 (vertical axis). Observations of annual mean concentrations of O2, centred on January 1, are shown from the average of the Alert and La Jolla
monitoring stations (Keeling et al., 1996b; Manning, 2001; solid circles) and from the average of the Cape Grim and Point Barrow monitoring
stations (Battle et al., 2000; solid triangles). The records from the two laboratories, which use different reference standards, have been shifted to
optimally match during the mutually overlapping period. The CO2 observations represent global averages compiled from the stations of the
NOAA network (Conway et al., 1994) with the methods of Tans et al. (1989). The arrow labelled 'fossil fuel burning' denotes the effect of the
combustion of fossil fuels (Marland et al., 2000; British Petroleum, 2000) based on the relatively well known O2:CO2 stoichiometric relation of
the different fuel types (Keeling, 1988). Uptake by land and ocean is constrained by the known O2:CO2 stoichiometric ratio of these processes,
defining the slopes of the respective arrows. A small correction is made for differential outgassing of O2 and N2 with the increased temperature of
the ocean as estimated by Levitus et al. (2000). "
740,1911,3,"The caption describes the well, but including the main takeaway would be more helpful",not_useful,Missing or Unclear Takeaway Message,"Figure 11-7 | Illustrative co-benefits comparison of the health and climate 
cost-effectiveness of selected household, transport, and power sector interventions 
(Smith and Haigler, 2008). Area of each circle denotes the total social benefit in 
international dollars (Int$) from the combined value of carbon offsets (valued at 
10$/tCO2-eq (tons of carbon dioxide equivalent)) and averted disability-adjusted life 
years (DALYs; $7450/DALY, which is representative of valuing each DALY at the 
average world gross domestic product (PPP) per capita in 2000). The vertical lines 
shows the range of the cut offs for cost-effective (solid lines) and very cost-effective 
(dashed lines) health interventions in India (red lines) and China (purple lines) using 
the WHO CHOICE (CHOosing Interventions that are Cost-Effective) criteria (WHO, 
2003). This figure evaluates only a small subset of all co-benefits opportunities, and 
thus should not be considered either current or complete. It does illustrate, however, 
the kind of comparisons that can help distinguish and prioritize options. Note that 
even with the log-log scaling, there are big differences among them. For other figures 
comparing the climate and health benefits of co-benefits actions including those in 
food supply and urban design, see Haines et al. (2009). See the original reference for 
details of the calculations in this figure (Smith and Haigler, 2008)."
763,2065,5,"The caption does not summarize the scenarios shown in the chart, nor it talks about the trend or any takeaways",not_useful,**Missing or Unclear Takeaway Message**,"Figure 3.35: Deployment of primary energy technologies across post-2001 
scenarios by 2030 and 2100: Left-side 'error' bars show baseline (non-intervention) 
scenarios and right-side ones show intervention and stabilization scenarios. The full 
ranges of the distributions (full vertical line with two extreme tic marks), the 25th and 
75th percentiles (blue area) and the median (middle tic mark) are also shown."
767,2105,2,It does not talk about the main gist. ,not_useful,"""Missing or Unclear Takeaway Message""","Figure 12.4. Characteristics of the summer 2003 heatwave (adapted
from Schar et al., 2004). (a) JJA temperature anomaly with respect to
1961 to 1990. (b) to (d): JJA temperatures for Switzerland observed
during 1864 to 2003 (b), simulated using a regional climate model for
the period 1961 to 1990 (c) and simulated for 2071 to 2100 under the
A2 scenario using boundary data from the HadAM3H GCM (d). In
panels (b) to (d): the black line shows the theoretical frequency
distribution of mean summer temperature for the time-period
considered, and the vertical blue and red bars show the mean summer
temperature for individual years. Reprinted by permission from
Macmillan Publishers Ltd. [Nature] (Schar et al., 2004), copyright 2004."
779,2218,1,"The caption does not augment the visualization, it should talk about the trends, compare the trends, also should talk about the correlation observed in data.",not_useful,Observed Pattern Not Explained,"Figure 12-3: Percentage change in average annual total
Australian wheat yield for doubling of actual CO2 (to 700
ppm) and a range of changes in temperature and rainfall.
Yield response is shown for rainfall changes of +20% (white),
0 (stippled), and -20% (black), for warmings of 0-4oC."
